parents,has_nurs,form,children,housing,finance,social,health,employ,struct_finan,soc_health,class
usual,improper,foster,more,less_conv,inconv,slightly_prob,not_recom,usual-improper,foster-more-less_conv-inconv,slightly_prob-not_recom,not_recom
usual,improper,foster,more,less_conv,inconv,problematic,recommended,usual-improper,foster-more-less_conv-inconv,problematic-recommended,priority
usual,improper,foster,more,less_conv,inconv,problematic,priority,usual-improper,foster-more-less_conv-inconv,problematic-priority,priority
usual,improper,foster,more,less_conv,inconv,problematic,not_recom,usual-improper,foster-more-less_conv-inconv,problematic-not_recom,not_recom
usual,improper,foster,more,critical,convenient,nonprob,recommended,usual-improper,foster-more-critical-convenient,nonprob-recommended,priority
usual,improper,foster,more,critical,convenient,nonprob,priority,usual-improper,foster-more-critical-convenient,nonprob-priority,priority
usual,improper,foster,more,critical,convenient,nonprob,not_recom,usual-improper,foster-more-critical-convenient,nonprob-not_recom,not_recom
usual,improper,foster,more,critical,convenient,slightly_prob,recommended,usual-improper,foster-more-critical-convenient,slightly_prob-recommended,priority
usual,improper,foster,more,critical,convenient,slightly_prob,priority,usual-improper,foster-more-critical-convenient,slightly_prob-priority,priority
usual,improper,foster,more,critical,convenient,slightly_prob,not_recom,usual-improper,foster-more-critical-convenient,slightly_prob-not_recom,not_recom
usual,improper,foster,more,critical,convenient,problematic,recommended,usual-improper,foster-more-critical-convenient,problematic-recommended,priority
usual,improper,foster,more,critical,convenient,problematic,priority,usual-improper,foster-more-critical-convenient,problematic-priority,priority
usual,improper,foster,more,critical,convenient,problematic,not_recom,usual-improper,foster-more-critical-convenient,problematic-not_recom,not_recom
usual,improper,foster,more,critical,inconv,nonprob,recommended,usual-improper,foster-more-critical-inconv,nonprob-recommended,priority
usual,improper,foster,more,critical,inconv,nonprob,priority,usual-improper,foster-more-critical-inconv,nonprob-priority,priority
usual,improper,foster,more,critical,inconv,nonprob,not_recom,usual-improper,foster-more-critical-inconv,nonprob-not_recom,not_recom
usual,improper,foster,more,critical,inconv,slightly_prob,recommended,usual-improper,foster-more-critical-inconv,slightly_prob-recommended,priority
usual,improper,foster,more,critical,inconv,slightly_prob,priority,usual-improper,foster-more-critical-inconv,slightly_prob-priority,priority
usual,improper,foster,more,critical,inconv,slightly_prob,not_recom,usual-improper,foster-more-critical-inconv,slightly_prob-not_recom,not_recom
usual,improper,foster,more,critical,inconv,problematic,recommended,usual-improper,foster-more-critical-inconv,problematic-recommended,priority
usual,improper,foster,more,critical,inconv,problematic,priority,usual-improper,foster-more-critical-inconv,problematic-priority,priority
usual,improper,foster,more,critical,inconv,problematic,not_recom,usual-improper,foster-more-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,_1,convenient,convenient,nonprob,recommended,usual-critical,complete-_1-convenient-convenient,nonprob-recommended,priority
usual,critical,complete,_1,convenient,convenient,nonprob,priority,usual-critical,complete-_1-convenient-convenient,nonprob-priority,priority
usual,critical,complete,_1,convenient,convenient,nonprob,not_recom,usual-critical,complete-_1-convenient-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_1,convenient,convenient,slightly_prob,recommended,usual-critical,complete-_1-convenient-convenient,slightly_prob-recommended,priority
usual,critical,complete,_1,convenient,convenient,slightly_prob,priority,usual-critical,complete-_1-convenient-convenient,slightly_prob-priority,priority
usual,critical,complete,_1,convenient,convenient,slightly_prob,not_recom,usual-critical,complete-_1-convenient-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_1,convenient,convenient,problematic,recommended,usual-critical,complete-_1-convenient-convenient,problematic-recommended,priority
usual,critical,complete,_1,convenient,convenient,problematic,priority,usual-critical,complete-_1-convenient-convenient,problematic-priority,priority
usual,critical,complete,_1,convenient,convenient,problematic,not_recom,usual-critical,complete-_1-convenient-convenient,problematic-not_recom,not_recom
usual,critical,complete,_1,convenient,inconv,nonprob,recommended,usual-critical,complete-_1-convenient-inconv,nonprob-recommended,priority
usual,critical,complete,_1,convenient,inconv,nonprob,priority,usual-critical,complete-_1-convenient-inconv,nonprob-priority,priority
usual,critical,complete,_1,convenient,inconv,nonprob,not_recom,usual-critical,complete-_1-convenient-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_1,convenient,inconv,slightly_prob,recommended,usual-critical,complete-_1-convenient-inconv,slightly_prob-recommended,priority
usual,critical,complete,_1,convenient,inconv,slightly_prob,priority,usual-critical,complete-_1-convenient-inconv,slightly_prob-priority,priority
usual,critical,complete,_1,convenient,inconv,slightly_prob,not_recom,usual-critical,complete-_1-convenient-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_1,convenient,inconv,problematic,recommended,usual-critical,complete-_1-convenient-inconv,problematic-recommended,priority
usual,critical,complete,_1,convenient,inconv,problematic,priority,usual-critical,complete-_1-convenient-inconv,problematic-priority,priority
usual,critical,complete,_1,convenient,inconv,problematic,not_recom,usual-critical,complete-_1-convenient-inconv,problematic-not_recom,not_recom
usual,critical,complete,_1,less_conv,convenient,nonprob,recommended,usual-critical,complete-_1-less_conv-convenient,nonprob-recommended,priority
usual,critical,complete,_1,less_conv,convenient,nonprob,priority,usual-critical,complete-_1-less_conv-convenient,nonprob-priority,priority
usual,critical,complete,_1,less_conv,convenient,nonprob,not_recom,usual-critical,complete-_1-less_conv-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_1,less_conv,convenient,slightly_prob,recommended,usual-critical,complete-_1-less_conv-convenient,slightly_prob-recommended,priority
usual,critical,complete,_1,less_conv,convenient,slightly_prob,priority,usual-critical,complete-_1-less_conv-convenient,slightly_prob-priority,priority
usual,critical,complete,_1,less_conv,convenient,slightly_prob,not_recom,usual-critical,complete-_1-less_conv-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_1,less_conv,convenient,problematic,recommended,usual-critical,complete-_1-less_conv-convenient,problematic-recommended,priority
usual,critical,complete,_1,less_conv,convenient,problematic,priority,usual-critical,complete-_1-less_conv-convenient,problematic-priority,priority
usual,critical,complete,_1,less_conv,convenient,problematic,not_recom,usual-critical,complete-_1-less_conv-convenient,problematic-not_recom,not_recom
usual,critical,complete,_1,less_conv,inconv,nonprob,recommended,usual-critical,complete-_1-less_conv-inconv,nonprob-recommended,priority
usual,critical,complete,_1,less_conv,inconv,nonprob,priority,usual-critical,complete-_1-less_conv-inconv,nonprob-priority,priority
usual,critical,complete,_1,less_conv,inconv,nonprob,not_recom,usual-critical,complete-_1-less_conv-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_1,less_conv,inconv,slightly_prob,recommended,usual-critical,complete-_1-less_conv-inconv,slightly_prob-recommended,priority
usual,critical,complete,_1,less_conv,inconv,slightly_prob,priority,usual-critical,complete-_1-less_conv-inconv,slightly_prob-priority,priority
usual,critical,complete,_1,less_conv,inconv,slightly_prob,not_recom,usual-critical,complete-_1-less_conv-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_1,less_conv,inconv,problematic,recommended,usual-critical,complete-_1-less_conv-inconv,problematic-recommended,priority
usual,critical,complete,_1,less_conv,inconv,problematic,priority,usual-critical,complete-_1-less_conv-inconv,problematic-priority,priority
usual,critical,complete,_1,less_conv,inconv,problematic,not_recom,usual-critical,complete-_1-less_conv-inconv,problematic-not_recom,not_recom
usual,critical,complete,_1,critical,convenient,nonprob,recommended,usual-critical,complete-_1-critical-convenient,nonprob-recommended,priority
usual,critical,complete,_1,critical,convenient,nonprob,priority,usual-critical,complete-_1-critical-convenient,nonprob-priority,priority
usual,critical,complete,_1,critical,convenient,nonprob,not_recom,usual-critical,complete-_1-critical-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_1,critical,convenient,slightly_prob,recommended,usual-critical,complete-_1-critical-convenient,slightly_prob-recommended,priority
usual,critical,complete,_1,critical,convenient,slightly_prob,priority,usual-critical,complete-_1-critical-convenient,slightly_prob-priority,priority
usual,critical,complete,_1,critical,convenient,slightly_prob,not_recom,usual-critical,complete-_1-critical-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_1,critical,convenient,problematic,recommended,usual-critical,complete-_1-critical-convenient,problematic-recommended,priority
usual,critical,complete,_1,critical,convenient,problematic,priority,usual-critical,complete-_1-critical-convenient,problematic-priority,priority
usual,critical,complete,_1,critical,convenient,problematic,not_recom,usual-critical,complete-_1-critical-convenient,problematic-not_recom,not_recom
usual,critical,complete,_1,critical,inconv,nonprob,recommended,usual-critical,complete-_1-critical-inconv,nonprob-recommended,priority
usual,critical,complete,_1,critical,inconv,nonprob,priority,usual-critical,complete-_1-critical-inconv,nonprob-priority,priority
usual,critical,complete,_1,critical,inconv,nonprob,not_recom,usual-critical,complete-_1-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_1,critical,inconv,slightly_prob,recommended,usual-critical,complete-_1-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,_1,critical,inconv,slightly_prob,priority,usual-critical,complete-_1-critical-inconv,slightly_prob-priority,priority
usual,critical,complete,_1,critical,inconv,slightly_prob,not_recom,usual-critical,complete-_1-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_1,critical,inconv,problematic,recommended,usual-critical,complete-_1-critical-inconv,problematic-recommended,priority
usual,critical,complete,_1,critical,inconv,problematic,priority,usual-critical,complete-_1-critical-inconv,problematic-priority,priority
usual,critical,complete,_1,critical,inconv,problematic,not_recom,usual-critical,complete-_1-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,_2,convenient,convenient,nonprob,recommended,usual-critical,complete-_2-convenient-convenient,nonprob-recommended,priority
usual,critical,complete,_2,convenient,convenient,nonprob,priority,usual-critical,complete-_2-convenient-convenient,nonprob-priority,priority
usual,critical,complete,_2,convenient,convenient,nonprob,not_recom,usual-critical,complete-_2-convenient-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_2,convenient,convenient,slightly_prob,recommended,usual-critical,complete-_2-convenient-convenient,slightly_prob-recommended,priority
usual,critical,complete,_2,convenient,convenient,slightly_prob,priority,usual-critical,complete-_2-convenient-convenient,slightly_prob-priority,priority
usual,critical,complete,_2,convenient,convenient,slightly_prob,not_recom,usual-critical,complete-_2-convenient-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_2,convenient,convenient,problematic,recommended,usual-critical,complete-_2-convenient-convenient,problematic-recommended,priority
usual,critical,complete,_2,convenient,convenient,problematic,priority,usual-critical,complete-_2-convenient-convenient,problematic-priority,priority
usual,critical,complete,_2,convenient,convenient,problematic,not_recom,usual-critical,complete-_2-convenient-convenient,problematic-not_recom,not_recom
usual,critical,complete,_2,convenient,inconv,nonprob,recommended,usual-critical,complete-_2-convenient-inconv,nonprob-recommended,priority
usual,critical,complete,_2,convenient,inconv,nonprob,priority,usual-critical,complete-_2-convenient-inconv,nonprob-priority,priority
usual,critical,complete,_2,convenient,inconv,nonprob,not_recom,usual-critical,complete-_2-convenient-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_2,convenient,inconv,slightly_prob,recommended,usual-critical,complete-_2-convenient-inconv,slightly_prob-recommended,priority
usual,critical,complete,_2,convenient,inconv,slightly_prob,priority,usual-critical,complete-_2-convenient-inconv,slightly_prob-priority,priority
usual,critical,complete,_2,convenient,inconv,slightly_prob,not_recom,usual-critical,complete-_2-convenient-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_2,convenient,inconv,problematic,recommended,usual-critical,complete-_2-convenient-inconv,problematic-recommended,priority
usual,critical,complete,_2,convenient,inconv,problematic,priority,usual-critical,complete-_2-convenient-inconv,problematic-priority,priority
usual,critical,complete,_2,convenient,inconv,problematic,not_recom,usual-critical,complete-_2-convenient-inconv,problematic-not_recom,not_recom
usual,critical,complete,_2,less_conv,convenient,nonprob,recommended,usual-critical,complete-_2-less_conv-convenient,nonprob-recommended,priority
usual,critical,complete,_2,less_conv,convenient,nonprob,priority,usual-critical,complete-_2-less_conv-convenient,nonprob-priority,priority
usual,critical,complete,_2,less_conv,convenient,nonprob,not_recom,usual-critical,complete-_2-less_conv-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_2,less_conv,convenient,slightly_prob,recommended,usual-critical,complete-_2-less_conv-convenient,slightly_prob-recommended,priority
usual,critical,complete,_2,less_conv,convenient,slightly_prob,priority,usual-critical,complete-_2-less_conv-convenient,slightly_prob-priority,priority
usual,critical,complete,_2,less_conv,convenient,slightly_prob,not_recom,usual-critical,complete-_2-less_conv-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_2,less_conv,convenient,problematic,recommended,usual-critical,complete-_2-less_conv-convenient,problematic-recommended,priority
usual,critical,complete,_2,less_conv,convenient,problematic,priority,usual-critical,complete-_2-less_conv-convenient,problematic-priority,priority
usual,critical,complete,_2,less_conv,convenient,problematic,not_recom,usual-critical,complete-_2-less_conv-convenient,problematic-not_recom,not_recom
usual,critical,complete,_2,less_conv,inconv,nonprob,recommended,usual-critical,complete-_2-less_conv-inconv,nonprob-recommended,priority
usual,critical,complete,_2,less_conv,inconv,nonprob,priority,usual-critical,complete-_2-less_conv-inconv,nonprob-priority,priority
usual,critical,complete,_2,less_conv,inconv,nonprob,not_recom,usual-critical,complete-_2-less_conv-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_2,less_conv,inconv,slightly_prob,recommended,usual-critical,complete-_2-less_conv-inconv,slightly_prob-recommended,priority
usual,critical,complete,_2,less_conv,inconv,slightly_prob,priority,usual-critical,complete-_2-less_conv-inconv,slightly_prob-priority,priority
usual,critical,complete,_2,less_conv,inconv,slightly_prob,not_recom,usual-critical,complete-_2-less_conv-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_2,less_conv,inconv,problematic,recommended,usual-critical,complete-_2-less_conv-inconv,problematic-recommended,priority
usual,critical,complete,_2,less_conv,inconv,problematic,priority,usual-critical,complete-_2-less_conv-inconv,problematic-priority,priority
usual,critical,complete,_2,less_conv,inconv,problematic,not_recom,usual-critical,complete-_2-less_conv-inconv,problematic-not_recom,not_recom
usual,critical,complete,_2,critical,convenient,nonprob,recommended,usual-critical,complete-_2-critical-convenient,nonprob-recommended,priority
usual,critical,complete,_2,critical,convenient,nonprob,priority,usual-critical,complete-_2-critical-convenient,nonprob-priority,spec_prior
usual,critical,complete,_2,critical,convenient,nonprob,not_recom,usual-critical,complete-_2-critical-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_2,critical,convenient,slightly_prob,recommended,usual-critical,complete-_2-critical-convenient,slightly_prob-recommended,priority
usual,critical,complete,_2,critical,convenient,slightly_prob,priority,usual-critical,complete-_2-critical-convenient,slightly_prob-priority,spec_prior
usual,critical,complete,_2,critical,convenient,slightly_prob,not_recom,usual-critical,complete-_2-critical-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_2,critical,convenient,problematic,recommended,usual-critical,complete-_2-critical-convenient,problematic-recommended,spec_prior
usual,critical,complete,_2,critical,convenient,problematic,priority,usual-critical,complete-_2-critical-convenient,problematic-priority,spec_prior
usual,critical,complete,_2,critical,convenient,problematic,not_recom,usual-critical,complete-_2-critical-convenient,problematic-not_recom,not_recom
usual,critical,complete,_2,critical,inconv,nonprob,recommended,usual-critical,complete-_2-critical-inconv,nonprob-recommended,priority
usual,critical,complete,_2,critical,inconv,nonprob,priority,usual-critical,complete-_2-critical-inconv,nonprob-priority,spec_prior
usual,critical,complete,_2,critical,inconv,nonprob,not_recom,usual-critical,complete-_2-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_2,critical,inconv,slightly_prob,recommended,usual-critical,complete-_2-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,_2,critical,inconv,slightly_prob,priority,usual-critical,complete-_2-critical-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,_2,critical,inconv,slightly_prob,not_recom,usual-critical,complete-_2-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_2,critical,inconv,problematic,recommended,usual-critical,complete-_2-critical-inconv,problematic-recommended,spec_prior
usual,critical,complete,_2,critical,inconv,problematic,priority,usual-critical,complete-_2-critical-inconv,problematic-priority,spec_prior
usual,critical,complete,_2,critical,inconv,problematic,not_recom,usual-critical,complete-_2-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,_3,convenient,convenient,nonprob,recommended,usual-critical,complete-_3-convenient-convenient,nonprob-recommended,priority
usual,critical,complete,_3,convenient,convenient,nonprob,priority,usual-critical,complete-_3-convenient-convenient,nonprob-priority,priority
usual,critical,complete,_3,convenient,convenient,nonprob,not_recom,usual-critical,complete-_3-convenient-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_3,convenient,convenient,slightly_prob,recommended,usual-critical,complete-_3-convenient-convenient,slightly_prob-recommended,priority
usual,critical,complete,_3,convenient,convenient,slightly_prob,priority,usual-critical,complete-_3-convenient-convenient,slightly_prob-priority,priority
usual,critical,complete,_3,convenient,convenient,slightly_prob,not_recom,usual-critical,complete-_3-convenient-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_3,convenient,convenient,problematic,recommended,usual-critical,complete-_3-convenient-convenient,problematic-recommended,priority
usual,critical,complete,_3,convenient,convenient,problematic,priority,usual-critical,complete-_3-convenient-convenient,problematic-priority,priority
usual,critical,complete,_3,convenient,convenient,problematic,not_recom,usual-critical,complete-_3-convenient-convenient,problematic-not_recom,not_recom
usual,critical,complete,_3,convenient,inconv,nonprob,recommended,usual-critical,complete-_3-convenient-inconv,nonprob-recommended,priority
usual,critical,complete,_3,convenient,inconv,nonprob,priority,usual-critical,complete-_3-convenient-inconv,nonprob-priority,spec_prior
usual,critical,complete,_3,convenient,inconv,nonprob,not_recom,usual-critical,complete-_3-convenient-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_3,convenient,inconv,slightly_prob,recommended,usual-critical,complete-_3-convenient-inconv,slightly_prob-recommended,priority
usual,critical,complete,_3,convenient,inconv,slightly_prob,priority,usual-critical,complete-_3-convenient-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,_3,convenient,inconv,slightly_prob,not_recom,usual-critical,complete-_3-convenient-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_3,convenient,inconv,problematic,recommended,usual-critical,complete-_3-convenient-inconv,problematic-recommended,spec_prior
usual,critical,complete,_3,convenient,inconv,problematic,priority,usual-critical,complete-_3-convenient-inconv,problematic-priority,spec_prior
usual,critical,complete,_3,convenient,inconv,problematic,not_recom,usual-critical,complete-_3-convenient-inconv,problematic-not_recom,not_recom
usual,critical,complete,_3,less_conv,convenient,nonprob,recommended,usual-critical,complete-_3-less_conv-convenient,nonprob-recommended,priority
usual,critical,complete,_3,less_conv,convenient,nonprob,priority,usual-critical,complete-_3-less_conv-convenient,nonprob-priority,spec_prior
usual,critical,complete,_3,less_conv,convenient,nonprob,not_recom,usual-critical,complete-_3-less_conv-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_3,less_conv,convenient,slightly_prob,recommended,usual-critical,complete-_3-less_conv-convenient,slightly_prob-recommended,priority
usual,critical,complete,_3,less_conv,convenient,slightly_prob,priority,usual-critical,complete-_3-less_conv-convenient,slightly_prob-priority,spec_prior
usual,critical,complete,_3,less_conv,convenient,slightly_prob,not_recom,usual-critical,complete-_3-less_conv-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_3,less_conv,convenient,problematic,recommended,usual-critical,complete-_3-less_conv-convenient,problematic-recommended,spec_prior
usual,critical,complete,_3,less_conv,convenient,problematic,priority,usual-critical,complete-_3-less_conv-convenient,problematic-priority,spec_prior
usual,critical,complete,_3,less_conv,convenient,problematic,not_recom,usual-critical,complete-_3-less_conv-convenient,problematic-not_recom,not_recom
usual,critical,complete,_3,less_conv,inconv,nonprob,recommended,usual-critical,complete-_3-less_conv-inconv,nonprob-recommended,priority
usual,critical,complete,_3,less_conv,inconv,nonprob,priority,usual-critical,complete-_3-less_conv-inconv,nonprob-priority,spec_prior
usual,critical,complete,_3,less_conv,inconv,nonprob,not_recom,usual-critical,complete-_3-less_conv-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_3,less_conv,inconv,slightly_prob,recommended,usual-critical,complete-_3-less_conv-inconv,slightly_prob-recommended,priority
usual,critical,complete,_3,less_conv,inconv,slightly_prob,priority,usual-critical,complete-_3-less_conv-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,_3,less_conv,inconv,slightly_prob,not_recom,usual-critical,complete-_3-less_conv-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_3,less_conv,inconv,problematic,recommended,usual-critical,complete-_3-less_conv-inconv,problematic-recommended,spec_prior
usual,critical,complete,_3,less_conv,inconv,problematic,priority,usual-critical,complete-_3-less_conv-inconv,problematic-priority,spec_prior
usual,critical,complete,_3,less_conv,inconv,problematic,not_recom,usual-critical,complete-_3-less_conv-inconv,problematic-not_recom,not_recom
usual,critical,complete,_3,critical,convenient,nonprob,recommended,usual-critical,complete-_3-critical-convenient,nonprob-recommended,priority
usual,critical,complete,_3,critical,convenient,nonprob,priority,usual-critical,complete-_3-critical-convenient,nonprob-priority,spec_prior
usual,critical,complete,_3,critical,convenient,nonprob,not_recom,usual-critical,complete-_3-critical-convenient,nonprob-not_recom,not_recom
usual,critical,complete,_3,critical,convenient,slightly_prob,recommended,usual-critical,complete-_3-critical-convenient,slightly_prob-recommended,priority
usual,critical,complete,_3,critical,convenient,slightly_prob,priority,usual-critical,complete-_3-critical-convenient,slightly_prob-priority,spec_prior
usual,critical,complete,_3,critical,convenient,slightly_prob,not_recom,usual-critical,complete-_3-critical-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,_3,critical,convenient,problematic,recommended,usual-critical,complete-_3-critical-convenient,problematic-recommended,spec_prior
usual,critical,complete,_3,critical,convenient,problematic,priority,usual-critical,complete-_3-critical-convenient,problematic-priority,spec_prior
usual,critical,complete,_3,critical,convenient,problematic,not_recom,usual-critical,complete-_3-critical-convenient,problematic-not_recom,not_recom
usual,critical,complete,_3,critical,inconv,nonprob,recommended,usual-critical,complete-_3-critical-inconv,nonprob-recommended,priority
usual,critical,complete,_3,critical,inconv,nonprob,priority,usual-critical,complete-_3-critical-inconv,nonprob-priority,spec_prior
usual,critical,complete,_3,critical,inconv,nonprob,not_recom,usual-critical,complete-_3-critical-inconv,nonprob-not_recom,not_recom
usual,critical,complete,_3,critical,inconv,slightly_prob,recommended,usual-critical,complete-_3-critical-inconv,slightly_prob-recommended,priority
usual,critical,complete,_3,critical,inconv,slightly_prob,priority,usual-critical,complete-_3-critical-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,_3,critical,inconv,slightly_prob,not_recom,usual-critical,complete-_3-critical-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,_3,critical,inconv,problematic,recommended,usual-critical,complete-_3-critical-inconv,problematic-recommended,spec_prior
usual,critical,complete,_3,critical,inconv,problematic,priority,usual-critical,complete-_3-critical-inconv,problematic-priority,spec_prior
usual,critical,complete,_3,critical,inconv,problematic,not_recom,usual-critical,complete-_3-critical-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,convenient,convenient,nonprob,recommended,usual-critical,complete-more-convenient-convenient,nonprob-recommended,priority
usual,critical,complete,more,convenient,convenient,nonprob,priority,usual-critical,complete-more-convenient-convenient,nonprob-priority,priority
usual,critical,complete,more,convenient,convenient,nonprob,not_recom,usual-critical,complete-more-convenient-convenient,nonprob-not_recom,not_recom
usual,critical,complete,more,convenient,convenient,slightly_prob,recommended,usual-critical,complete-more-convenient-convenient,slightly_prob-recommended,priority
usual,critical,complete,more,convenient,convenient,slightly_prob,priority,usual-critical,complete-more-convenient-convenient,slightly_prob-priority,priority
usual,critical,complete,more,convenient,convenient,slightly_prob,not_recom,usual-critical,complete-more-convenient-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,more,convenient,convenient,problematic,recommended,usual-critical,complete-more-convenient-convenient,problematic-recommended,priority
usual,critical,complete,more,convenient,convenient,problematic,priority,usual-critical,complete-more-convenient-convenient,problematic-priority,priority
usual,critical,complete,more,convenient,convenient,problematic,not_recom,usual-critical,complete-more-convenient-convenient,problematic-not_recom,not_recom
usual,critical,complete,more,convenient,inconv,nonprob,recommended,usual-critical,complete-more-convenient-inconv,nonprob-recommended,priority
usual,critical,complete,more,convenient,inconv,nonprob,priority,usual-critical,complete-more-convenient-inconv,nonprob-priority,spec_prior
usual,critical,complete,more,convenient,inconv,nonprob,not_recom,usual-critical,complete-more-convenient-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,convenient,inconv,slightly_prob,recommended,usual-critical,complete-more-convenient-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,convenient,inconv,slightly_prob,priority,usual-critical,complete-more-convenient-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,more,convenient,inconv,slightly_prob,not_recom,usual-critical,complete-more-convenient-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,convenient,inconv,problematic,recommended,usual-critical,complete-more-convenient-inconv,problematic-recommended,spec_prior
usual,critical,complete,more,convenient,inconv,problematic,priority,usual-critical,complete-more-convenient-inconv,problematic-priority,spec_prior
usual,critical,complete,more,convenient,inconv,problematic,not_recom,usual-critical,complete-more-convenient-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,less_conv,convenient,nonprob,recommended,usual-critical,complete-more-less_conv-convenient,nonprob-recommended,priority
usual,critical,complete,more,less_conv,convenient,nonprob,priority,usual-critical,complete-more-less_conv-convenient,nonprob-priority,spec_prior
usual,critical,complete,more,less_conv,convenient,nonprob,not_recom,usual-critical,complete-more-less_conv-convenient,nonprob-not_recom,not_recom
usual,critical,complete,more,less_conv,convenient,slightly_prob,recommended,usual-critical,complete-more-less_conv-convenient,slightly_prob-recommended,priority
usual,critical,complete,more,less_conv,convenient,slightly_prob,priority,usual-critical,complete-more-less_conv-convenient,slightly_prob-priority,spec_prior
usual,critical,complete,more,less_conv,convenient,slightly_prob,not_recom,usual-critical,complete-more-less_conv-convenient,slightly_prob-not_recom,not_recom
usual,critical,complete,more,less_conv,convenient,problematic,recommended,usual-critical,complete-more-less_conv-convenient,problematic-recommended,spec_prior
usual,critical,complete,more,less_conv,convenient,problematic,priority,usual-critical,complete-more-less_conv-convenient,problematic-priority,spec_prior
usual,critical,complete,more,less_conv,convenient,problematic,not_recom,usual-critical,complete-more-less_conv-convenient,problematic-not_recom,not_recom
usual,critical,complete,more,less_conv,inconv,nonprob,recommended,usual-critical,complete-more-less_conv-inconv,nonprob-recommended,priority
usual,critical,complete,more,less_conv,inconv,nonprob,priority,usual-critical,complete-more-less_conv-inconv,nonprob-priority,spec_prior
usual,critical,complete,more,less_conv,inconv,nonprob,not_recom,usual-critical,complete-more-less_conv-inconv,nonprob-not_recom,not_recom
usual,critical,complete,more,less_conv,inconv,slightly_prob,recommended,usual-critical,complete-more-less_conv-inconv,slightly_prob-recommended,priority
usual,critical,complete,more,less_conv,inconv,slightly_prob,priority,usual-critical,complete-more-less_conv-inconv,slightly_prob-priority,spec_prior
usual,critical,complete,more,less_conv,inconv,slightly_prob,not_recom,usual-critical,complete-more-less_conv-inconv,slightly_prob-not_recom,not_recom
usual,critical,complete,more,less_conv,inconv,problematic,recommended,usual-critical,complete-more-less_conv-inconv,problematic-recommended,spec_prior
usual,critical,complete,more,less_conv,inconv,problematic,priority,usual-critical,complete-more-less_conv-inconv,problematic-priority,spec_prior
usual,critical,complete,more,less_conv,inconv,problematic,not_recom,usual-critical,complete-more-less_conv-inconv,problematic-not_recom,not_recom
usual,critical,complete,more,critical,convenient,nonprob,recommended,usual-critical,complete-more-critical-convenient,nonprob-recommended,priority
usual,critical,complete,more,critical,convenient,nonprob,priority,usual-critical,complete-more-critical-convenient,nonprob-priority,spec_prior
usual,critical,complete,more,critical,convenient,nonprob,not_recom,usual-critical,complete-more-critical-convenient,nonprob-not_recom,not_recom
usual,critical,complete,more,critical,convenient,slightly_prob,recommended,usual-critical,complete-more-critical-convenient,slightly_prob-recommended,priority
