Date Time,Dataset,Total Number of Samples,Trial Number,Criterion,Number of Samples Forcing a Leaf,Maximum Depth Allowed,Number of folds,Uses Chi-Square Test,Maximum p-value Allowed by Chi-Square Test [between 0 and 1],Uses Monte Carlo,Are Attributes in Random Order?,U [between 0 and 1],L [between 0 and 1],prob_monte_carlo [between 0 and 1],Average Number of Valid Attributes in Root Node (m),Average Number of Nodes (after prunning),Average Tree Depth (after prunning),Total Time Taken for Cross-Validation [s],Accuracy Percentage (with missing values),Accuracy Percentage (without missing values),Number of Samples Classified using Unkown Value,Average Number of Nodes Pruned
2017-04-11 17:50:15.706916,Titanic Survive,2201,4,Gini Gain,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.054129794996697456,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:15.760379,Titanic Survive,2201,5,Gini Gain,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.05330979899736121,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:15.814304,Titanic Survive,2201,1,Twoing,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.05376729900308419,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:15.868536,Titanic Survive,2201,2,Twoing,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.0540715669922065,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:15.922135,Titanic Survive,2201,3,Twoing,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.05343972399714403,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:15.975588,Titanic Survive,2201,4,Twoing,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.053299272010917775,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:16.029313,Titanic Survive,2201,5,Twoing,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.053567696988466196,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:16.083606,Titanic Survive,2201,1,Gain Ratio,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.054131857003085315,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:16.137265,Titanic Survive,2201,2,Gain Ratio,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.05350881000049412,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:16.191014,Titanic Survive,2201,3,Gain Ratio,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.05359324500022922,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:16.244985,Titanic Survive,2201,4,Gain Ratio,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.05381579100503586,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:16.298286,Titanic Survive,2201,5,Gain Ratio,1,5,10,True,0.1,False,False,None,None,None,3.0,1.0,0.0,0.05314899199584033,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 17:50:18.888307,Adult Census Income,32561,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.1909235479979543,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:21.003393,Adult Census Income,32561,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.1146327019960154,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:23.071712,Adult Census Income,32561,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.0678705090103904,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:25.217209,Adult Census Income,32561,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.1450400879984954,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:27.364408,Adult Census Income,32561,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.1467220159975113,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:29.512680,Adult Census Income,32561,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.147829647990875,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:31.652726,Adult Census Income,32561,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.139597525994759,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:33.818007,Adult Census Income,32561,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.1648331519973,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:35.963764,Adult Census Income,32561,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.1453269040066516,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:38.103035,Adult Census Income,32561,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.138824470996042,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:40.257761,Adult Census Income,32561,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.154252278007334,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:42.395582,Adult Census Income,32561,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.1373758129921043,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:44.511434,Adult Census Income,32561,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.1153993219922995,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:46.670053,Adult Census Income,32561,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.158116858001449,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:48.804693,Adult Census Income,32561,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,2.134188976997393,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 17:50:49.868117,Mushroom,5644,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8600278939993586,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:50.723334,Mushroom,5644,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8550058160035405,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:51.582493,Mushroom,5644,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8589481890085153,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:52.445526,Mushroom,5644,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8628206300054444,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:53.316673,Mushroom,5644,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8709401279920712,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:54.227528,Mushroom,5644,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.9106442479969701,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:55.089673,Mushroom,5644,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8619328849890735,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:55.962198,Mushroom,5644,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8722956290002912,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:56.828355,Mushroom,5644,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8659662129939534,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:57.706148,Mushroom,5644,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8775839099980658,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:58.572627,Mushroom,5644,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8662658190005459,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:50:59.433683,Mushroom,5644,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8608415690105176,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:51:00.296222,Mushroom,5644,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8623262609908124,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:51:01.151941,Mushroom,5644,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8555049130081898,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:51:02.023192,Mushroom,5644,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,22.0,1.0,0.0,0.8710641670040786,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 17:51:02.938922,Nursery,12960,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7704994119994808,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:03.704691,Nursery,12960,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7655091380001977,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:04.466795,Nursery,12960,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7618397290061694,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:05.226908,Nursery,12960,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7598683039977914,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:06.126609,Nursery,12960,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.8994546320027439,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:06.893376,Nursery,12960,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7664987689931877,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:07.651113,Nursery,12960,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7574584740068531,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:08.412977,Nursery,12960,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7615757830062648,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:09.193621,Nursery,12960,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7803741160023492,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:09.951451,Nursery,12960,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7575610959902406,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:10.704140,Nursery,12960,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7524366889992962,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:11.458596,Nursery,12960,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7542085329914698,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:12.224350,Nursery,12960,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7655022859980818,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:12.978819,Nursery,12960,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.754198857001029,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:51:13.745767,Nursery,12960,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,8.0,1.0,0.0,0.7666822019964457,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 17:53:16.900412,Poker Hand,1000000,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,108.41208829499374,50.1209,50.1209,0,0.0
2017-04-11 17:55:03.891145,Poker Hand,1000000,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,106.95667965299799,50.1209,50.1209,0,0.0
2017-04-11 17:56:52.030550,Poker Hand,1000000,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,108.10530257500068,50.1209,50.1209,0,0.0
2017-04-11 17:58:39.735591,Poker Hand,1000000,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,107.67239119000442,50.1209,50.1209,0,0.0
2017-04-11 18:00:26.366205,Poker Hand,1000000,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,106.59748877900711,50.1209,50.1209,0,0.0
2017-04-11 18:02:13.141679,Poker Hand,1000000,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,106.74291006899148,50.1209,50.1209,0,0.0
2017-04-11 18:04:02.981750,Poker Hand,1000000,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,109.8075222329935,50.1209,50.1209,0,0.0
2017-04-11 18:05:53.881768,Poker Hand,1000000,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,110.86647811198782,50.1209,50.1209,0,0.0
2017-04-11 18:07:42.894789,Poker Hand,1000000,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,108.97903993999353,50.1209,50.1209,0,0.0
2017-04-11 18:09:31.396461,Poker Hand,1000000,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,108.46903233299963,50.1209,50.1209,0,0.0
2017-04-11 18:11:21.234634,Poker Hand,1000000,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,109.80591029900825,50.1209,50.1209,0,0.0
2017-04-11 18:13:12.595383,Poker Hand,1000000,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,111.32761033799034,50.1209,50.1209,0,0.0
2017-04-11 18:15:02.157213,Poker Hand,1000000,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,109.52357386099175,50.1209,50.1209,0,0.0
2017-04-11 18:16:54.347001,Poker Hand,1000000,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,112.15597273300227,50.1209,50.1209,0,0.0
2017-04-11 18:18:44.110823,Poker Hand,1000000,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,10.0,1.0,0.0,109.73054917200352,50.1209,50.1209,0,0.0
2017-04-11 18:18:44.453045,Titanic Survive,2201,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05609620599716436,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.506939,Titanic Survive,2201,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05372888800047804,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.560915,Titanic Survive,2201,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05381602999113966,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.615077,Titanic Survive,2201,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05399736600520555,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.669611,Titanic Survive,2201,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.054363596995244734,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.724511,Titanic Survive,2201,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05470804599463008,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.778073,Titanic Survive,2201,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05337481599417515,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.831994,Titanic Survive,2201,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.053751639992697164,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.885789,Titanic Survive,2201,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05362981899816077,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.940154,Titanic Survive,2201,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05418756799190305,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:44.995679,Titanic Survive,2201,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05529092199867591,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:45.049307,Titanic Survive,2201,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05344467099348549,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:45.103960,Titanic Survive,2201,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05449303099885583,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:45.157671,Titanic Survive,2201,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.053529716009506956,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:45.212392,Titanic Survive,2201,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.95,3.0,1.0,0.0,0.05455505699501373,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:18:47.750039,Adult Census Income,32561,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.1381329010037007,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:18:49.901836,Adult Census Income,32561,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.151353993001976,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:18:52.030182,Adult Census Income,32561,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.1278813960088883,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:18:54.264990,Adult Census Income,32561,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.234232091999729,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:18:56.538443,Adult Census Income,32561,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.2730041309987428,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:18:58.738717,Adult Census Income,32561,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.19983398700424,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:00.994656,Adult Census Income,32561,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.2555069170048228,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:03.325593,Adult Census Income,32561,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.3304734070115956,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:05.599567,Adult Census Income,32561,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.2735392640024656,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:07.772163,Adult Census Income,32561,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.172152682003798,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:09.953696,Adult Census Income,32561,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.1810830789909232,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:12.140935,Adult Census Income,32561,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.1867843470099615,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:14.337320,Adult Census Income,32561,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.195939440993243,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:16.688748,Adult Census Income,32561,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.35094237200974,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:18.884550,Adult Census Income,32561,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,2.1952407110075,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:19:19.948674,Mushroom,5644,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8610912609874504,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:20.819216,Mushroom,5644,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8703264009964187,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:21.678573,Mushroom,5644,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.859145604990772,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:22.536186,Mushroom,5644,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8573974070022814,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:23.391371,Mushroom,5644,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8549652209912892,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:24.252557,Mushroom,5644,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8609736899961717,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:25.108271,Mushroom,5644,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8554962900088867,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:25.962394,Mushroom,5644,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8538861369888764,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:26.815478,Mushroom,5644,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8528982499992708,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:27.680456,Mushroom,5644,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8647847210086184,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:28.535179,Mushroom,5644,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.854508137999801,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:29.392301,Mushroom,5644,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8568896579963621,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:30.251586,Mushroom,5644,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8590409050084418,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:31.108350,Mushroom,5644,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8565482249978231,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:31.964654,Mushroom,5644,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,22.0,1.0,0.0,0.8560912590037333,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:19:32.886508,Nursery,12960,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7725596780073829,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:33.644328,Nursery,12960,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7575512320036069,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:34.408419,Nursery,12960,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7638287840090925,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:35.168758,Nursery,12960,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.760075173995574,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:35.940980,Nursery,12960,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7719537170050899,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:36.704642,Nursery,12960,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.762416840007063,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:37.465061,Nursery,12960,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7601284900010796,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:38.226059,Nursery,12960,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7607327969890321,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:39.001468,Nursery,12960,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7751337090012385,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:39.757822,Nursery,12960,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7560833390016342,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:40.519107,Nursery,12960,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.761016179996659,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:41.283170,Nursery,12960,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7637965799949598,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:42.086265,Nursery,12960,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.8028186059964355,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:42.847661,Nursery,12960,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7611018129973672,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:19:43.606849,Nursery,12960,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,8.0,1.0,0.0,0.7589153970038751,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:21:47.536964,Poker Hand,1000000,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,109.04680395800096,50.1209,50.1209,0,0.0
2017-04-11 18:23:34.033534,Poker Hand,1000000,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,106.46351528300147,50.1209,50.1209,0,0.0
