parents,has_nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
usual,improper,incomplete,3,convenient,convenient,nonprob,priority,usualimproper,incomplete3convenientconvenient,nonprobpriority,priority
usual,improper,incomplete,3,convenient,convenient,nonprob,not_recom,usualimproper,incomplete3convenientconvenient,nonprobnot_recom,not_recom
usual,improper,incomplete,3,convenient,convenient,slightly_prob,recommended,usualimproper,incomplete3convenientconvenient,slightly_probrecommended,very_recom
usual,improper,incomplete,3,convenient,convenient,slightly_prob,priority,usualimproper,incomplete3convenientconvenient,slightly_probpriority,priority
usual,improper,incomplete,3,convenient,convenient,slightly_prob,not_recom,usualimproper,incomplete3convenientconvenient,slightly_probnot_recom,not_recom
usual,improper,incomplete,3,convenient,convenient,problematic,recommended,usualimproper,incomplete3convenientconvenient,problematicrecommended,priority
usual,improper,incomplete,3,convenient,convenient,problematic,priority,usualimproper,incomplete3convenientconvenient,problematicpriority,priority
usual,improper,incomplete,3,convenient,convenient,problematic,not_recom,usualimproper,incomplete3convenientconvenient,problematicnot_recom,not_recom
usual,improper,incomplete,3,convenient,inconv,nonprob,recommended,usualimproper,incomplete3convenientinconv,nonprobrecommended,priority
usual,improper,incomplete,3,convenient,inconv,nonprob,priority,usualimproper,incomplete3convenientinconv,nonprobpriority,priority
usual,improper,incomplete,3,convenient,inconv,nonprob,not_recom,usualimproper,incomplete3convenientinconv,nonprobnot_recom,not_recom
usual,improper,incomplete,3,convenient,inconv,slightly_prob,recommended,usualimproper,incomplete3convenientinconv,slightly_probrecommended,priority
usual,improper,incomplete,3,convenient,inconv,slightly_prob,priority,usualimproper,incomplete3convenientinconv,slightly_probpriority,priority
usual,improper,incomplete,3,convenient,inconv,slightly_prob,not_recom,usualimproper,incomplete3convenientinconv,slightly_probnot_recom,not_recom
usual,improper,incomplete,3,convenient,inconv,problematic,recommended,usualimproper,incomplete3convenientinconv,problematicrecommended,priority
usual,improper,incomplete,3,convenient,inconv,problematic,priority,usualimproper,incomplete3convenientinconv,problematicpriority,priority
usual,improper,incomplete,3,convenient,inconv,problematic,not_recom,usualimproper,incomplete3convenientinconv,problematicnot_recom,not_recom
usual,improper,incomplete,3,less_conv,convenient,nonprob,recommended,usualimproper,incomplete3less_convconvenient,nonprobrecommended,priority
usual,improper,incomplete,3,less_conv,convenient,nonprob,priority,usualimproper,incomplete3less_convconvenient,nonprobpriority,priority
usual,improper,incomplete,3,less_conv,convenient,nonprob,not_recom,usualimproper,incomplete3less_convconvenient,nonprobnot_recom,not_recom
usual,improper,incomplete,3,less_conv,convenient,slightly_prob,recommended,usualimproper,incomplete3less_convconvenient,slightly_probrecommended,priority
usual,improper,incomplete,3,less_conv,convenient,slightly_prob,priority,usualimproper,incomplete3less_convconvenient,slightly_probpriority,priority
usual,improper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,usualimproper,incomplete3less_convconvenient,slightly_probnot_recom,not_recom
usual,improper,incomplete,3,less_conv,convenient,problematic,recommended,usualimproper,incomplete3less_convconvenient,problematicrecommended,priority
usual,improper,incomplete,3,less_conv,convenient,problematic,priority,usualimproper,incomplete3less_convconvenient,problematicpriority,priority
usual,improper,incomplete,3,less_conv,convenient,problematic,not_recom,usualimproper,incomplete3less_convconvenient,problematicnot_recom,not_recom
usual,improper,incomplete,3,less_conv,inconv,nonprob,recommended,usualimproper,incomplete3less_convinconv,nonprobrecommended,priority
usual,improper,incomplete,3,less_conv,inconv,nonprob,priority,usualimproper,incomplete3less_convinconv,nonprobpriority,priority
usual,improper,incomplete,3,less_conv,inconv,nonprob,not_recom,usualimproper,incomplete3less_convinconv,nonprobnot_recom,not_recom
usual,improper,incomplete,3,less_conv,inconv,slightly_prob,recommended,usualimproper,incomplete3less_convinconv,slightly_probrecommended,priority
usual,improper,incomplete,3,less_conv,inconv,slightly_prob,priority,usualimproper,incomplete3less_convinconv,slightly_probpriority,priority
usual,improper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,usualimproper,incomplete3less_convinconv,slightly_probnot_recom,not_recom
usual,improper,incomplete,3,less_conv,inconv,problematic,recommended,usualimproper,incomplete3less_convinconv,problematicrecommended,priority
usual,improper,incomplete,3,less_conv,inconv,problematic,priority,usualimproper,incomplete3less_convinconv,problematicpriority,priority
usual,improper,incomplete,3,less_conv,inconv,problematic,not_recom,usualimproper,incomplete3less_convinconv,problematicnot_recom,not_recom
usual,improper,incomplete,3,critical,convenient,nonprob,recommended,usualimproper,incomplete3criticalconvenient,nonprobrecommended,priority
usual,improper,incomplete,3,critical,convenient,nonprob,priority,usualimproper,incomplete3criticalconvenient,nonprobpriority,priority
usual,improper,incomplete,3,critical,convenient,nonprob,not_recom,usualimproper,incomplete3criticalconvenient,nonprobnot_recom,not_recom
usual,improper,incomplete,3,critical,convenient,slightly_prob,recommended,usualimproper,incomplete3criticalconvenient,slightly_probrecommended,priority
usual,improper,incomplete,3,critical,convenient,slightly_prob,priority,usualimproper,incomplete3criticalconvenient,slightly_probpriority,priority
usual,improper,incomplete,3,critical,convenient,slightly_prob,not_recom,usualimproper,incomplete3criticalconvenient,slightly_probnot_recom,not_recom
usual,improper,incomplete,3,critical,convenient,problematic,recommended,usualimproper,incomplete3criticalconvenient,problematicrecommended,priority
usual,improper,incomplete,3,critical,convenient,problematic,priority,usualimproper,incomplete3criticalconvenient,problematicpriority,priority
usual,improper,incomplete,3,critical,convenient,problematic,not_recom,usualimproper,incomplete3criticalconvenient,problematicnot_recom,not_recom
usual,improper,incomplete,3,critical,inconv,nonprob,recommended,usualimproper,incomplete3criticalinconv,nonprobrecommended,priority
usual,improper,incomplete,3,critical,inconv,nonprob,priority,usualimproper,incomplete3criticalinconv,nonprobpriority,priority
usual,improper,incomplete,3,critical,inconv,nonprob,not_recom,usualimproper,incomplete3criticalinconv,nonprobnot_recom,not_recom
usual,improper,incomplete,3,critical,inconv,slightly_prob,recommended,usualimproper,incomplete3criticalinconv,slightly_probrecommended,priority
usual,improper,incomplete,3,critical,inconv,slightly_prob,priority,usualimproper,incomplete3criticalinconv,slightly_probpriority,priority
usual,improper,incomplete,3,critical,inconv,slightly_prob,not_recom,usualimproper,incomplete3criticalinconv,slightly_probnot_recom,not_recom
usual,improper,incomplete,3,critical,inconv,problematic,recommended,usualimproper,incomplete3criticalinconv,problematicrecommended,priority
usual,improper,incomplete,3,critical,inconv,problematic,priority,usualimproper,incomplete3criticalinconv,problematicpriority,priority
usual,improper,incomplete,3,critical,inconv,problematic,not_recom,usualimproper,incomplete3criticalinconv,problematicnot_recom,not_recom
usual,improper,incomplete,more,convenient,convenient,nonprob,recommended,usualimproper,incompletemoreconvenientconvenient,nonprobrecommended,very_recom
usual,improper,incomplete,more,convenient,convenient,nonprob,priority,usualimproper,incompletemoreconvenientconvenient,nonprobpriority,priority
usual,improper,incomplete,more,convenient,convenient,nonprob,not_recom,usualimproper,incompletemoreconvenientconvenient,nonprobnot_recom,not_recom
usual,improper,incomplete,more,convenient,convenient,slightly_prob,recommended,usualimproper,incompletemoreconvenientconvenient,slightly_probrecommended,very_recom
usual,improper,incomplete,more,convenient,convenient,slightly_prob,priority,usualimproper,incompletemoreconvenientconvenient,slightly_probpriority,priority
usual,improper,incomplete,more,convenient,convenient,slightly_prob,not_recom,usualimproper,incompletemoreconvenientconvenient,slightly_probnot_recom,not_recom
usual,improper,incomplete,more,convenient,convenient,problematic,recommended,usualimproper,incompletemoreconvenientconvenient,problematicrecommended,priority
usual,improper,incomplete,more,convenient,convenient,problematic,priority,usualimproper,incompletemoreconvenientconvenient,problematicpriority,priority
usual,improper,incomplete,more,convenient,convenient,problematic,not_recom,usualimproper,incompletemoreconvenientconvenient,problematicnot_recom,not_recom
usual,improper,incomplete,more,convenient,inconv,nonprob,recommended,usualimproper,incompletemoreconvenientinconv,nonprobrecommended,priority
usual,improper,incomplete,more,convenient,inconv,nonprob,priority,usualimproper,incompletemoreconvenientinconv,nonprobpriority,priority
usual,improper,incomplete,more,convenient,inconv,nonprob,not_recom,usualimproper,incompletemoreconvenientinconv,nonprobnot_recom,not_recom
usual,improper,incomplete,more,convenient,inconv,slightly_prob,recommended,usualimproper,incompletemoreconvenientinconv,slightly_probrecommended,priority
usual,improper,incomplete,more,convenient,inconv,slightly_prob,priority,usualimproper,incompletemoreconvenientinconv,slightly_probpriority,priority
usual,improper,incomplete,more,convenient,inconv,slightly_prob,not_recom,usualimproper,incompletemoreconvenientinconv,slightly_probnot_recom,not_recom
usual,improper,incomplete,more,convenient,inconv,problematic,recommended,usualimproper,incompletemoreconvenientinconv,problematicrecommended,priority
usual,improper,incomplete,more,convenient,inconv,problematic,priority,usualimproper,incompletemoreconvenientinconv,problematicpriority,priority
usual,improper,incomplete,more,convenient,inconv,problematic,not_recom,usualimproper,incompletemoreconvenientinconv,problematicnot_recom,not_recom
usual,improper,incomplete,more,less_conv,convenient,nonprob,recommended,usualimproper,incompletemoreless_convconvenient,nonprobrecommended,priority
usual,improper,incomplete,more,less_conv,convenient,nonprob,priority,usualimproper,incompletemoreless_convconvenient,nonprobpriority,priority
usual,improper,incomplete,more,less_conv,convenient,nonprob,not_recom,usualimproper,incompletemoreless_convconvenient,nonprobnot_recom,not_recom
usual,improper,incomplete,more,less_conv,convenient,slightly_prob,recommended,usualimproper,incompletemoreless_convconvenient,slightly_probrecommended,priority
usual,improper,incomplete,more,less_conv,convenient,slightly_prob,priority,usualimproper,incompletemoreless_convconvenient,slightly_probpriority,priority
usual,improper,incomplete,more,less_conv,convenient,slightly_prob,not_recom,usualimproper,incompletemoreless_convconvenient,slightly_probnot_recom,not_recom
usual,improper,incomplete,more,less_conv,convenient,problematic,recommended,usualimproper,incompletemoreless_convconvenient,problematicrecommended,priority
usual,improper,incomplete,more,less_conv,convenient,problematic,priority,usualimproper,incompletemoreless_convconvenient,problematicpriority,priority
usual,improper,incomplete,more,less_conv,convenient,problematic,not_recom,usualimproper,incompletemoreless_convconvenient,problematicnot_recom,not_recom
usual,improper,incomplete,more,less_conv,inconv,nonprob,recommended,usualimproper,incompletemoreless_convinconv,nonprobrecommended,priority
usual,improper,incomplete,more,less_conv,inconv,nonprob,priority,usualimproper,incompletemoreless_convinconv,nonprobpriority,priority
usual,improper,incomplete,more,less_conv,inconv,nonprob,not_recom,usualimproper,incompletemoreless_convinconv,nonprobnot_recom,not_recom
usual,improper,incomplete,more,less_conv,inconv,slightly_prob,recommended,usualimproper,incompletemoreless_convinconv,slightly_probrecommended,priority
usual,improper,incomplete,more,less_conv,inconv,slightly_prob,priority,usualimproper,incompletemoreless_convinconv,slightly_probpriority,priority
usual,improper,incomplete,more,less_conv,inconv,slightly_prob,not_recom,usualimproper,incompletemoreless_convinconv,slightly_probnot_recom,not_recom
usual,improper,incomplete,more,less_conv,inconv,problematic,recommended,usualimproper,incompletemoreless_convinconv,problematicrecommended,priority
usual,improper,incomplete,more,less_conv,inconv,problematic,priority,usualimproper,incompletemoreless_convinconv,problematicpriority,priority
usual,improper,incomplete,more,less_conv,inconv,problematic,not_recom,usualimproper,incompletemoreless_convinconv,problematicnot_recom,not_recom
usual,improper,incomplete,more,critical,convenient,nonprob,recommended,usualimproper,incompletemorecriticalconvenient,nonprobrecommended,priority
usual,improper,incomplete,more,critical,convenient,nonprob,priority,usualimproper,incompletemorecriticalconvenient,nonprobpriority,priority
usual,improper,incomplete,more,critical,convenient,nonprob,not_recom,usualimproper,incompletemorecriticalconvenient,nonprobnot_recom,not_recom
usual,improper,incomplete,more,critical,convenient,slightly_prob,recommended,usualimproper,incompletemorecriticalconvenient,slightly_probrecommended,priority
usual,improper,incomplete,more,critical,convenient,slightly_prob,priority,usualimproper,incompletemorecriticalconvenient,slightly_probpriority,priority
usual,improper,incomplete,more,critical,convenient,slightly_prob,not_recom,usualimproper,incompletemorecriticalconvenient,slightly_probnot_recom,not_recom
usual,improper,incomplete,more,critical,convenient,problematic,recommended,usualimproper,incompletemorecriticalconvenient,problematicrecommended,priority
usual,improper,incomplete,more,critical,convenient,problematic,priority,usualimproper,incompletemorecriticalconvenient,problematicpriority,priority
usual,improper,incomplete,more,critical,convenient,problematic,not_recom,usualimproper,incompletemorecriticalconvenient,problematicnot_recom,not_recom
usual,improper,incomplete,more,critical,inconv,nonprob,recommended,usualimproper,incompletemorecriticalinconv,nonprobrecommended,priority
usual,improper,incomplete,more,critical,inconv,nonprob,priority,usualimproper,incompletemorecriticalinconv,nonprobpriority,priority
usual,improper,incomplete,more,critical,inconv,nonprob,not_recom,usualimproper,incompletemorecriticalinconv,nonprobnot_recom,not_recom
usual,improper,incomplete,more,critical,inconv,slightly_prob,recommended,usualimproper,incompletemorecriticalinconv,slightly_probrecommended,priority
usual,improper,incomplete,more,critical,inconv,slightly_prob,priority,usualimproper,incompletemorecriticalinconv,slightly_probpriority,priority
usual,improper,incomplete,more,critical,inconv,slightly_prob,not_recom,usualimproper,incompletemorecriticalinconv,slightly_probnot_recom,not_recom
usual,improper,incomplete,more,critical,inconv,problematic,recommended,usualimproper,incompletemorecriticalinconv,problematicrecommended,priority
usual,improper,incomplete,more,critical,inconv,problematic,priority,usualimproper,incompletemorecriticalinconv,problematicpriority,priority
usual,improper,incomplete,more,critical,inconv,problematic,not_recom,usualimproper,incompletemorecriticalinconv,problematicnot_recom,not_recom
usual,improper,foster,1,convenient,convenient,nonprob,recommended,usualimproper,foster1convenientconvenient,nonprobrecommended,very_recom
usual,improper,foster,1,convenient,convenient,nonprob,priority,usualimproper,foster1convenientconvenient,nonprobpriority,priority
usual,improper,foster,1,convenient,convenient,nonprob,not_recom,usualimproper,foster1convenientconvenient,nonprobnot_recom,not_recom
usual,improper,foster,1,convenient,convenient,slightly_prob,recommended,usualimproper,foster1convenientconvenient,slightly_probrecommended,very_recom
usual,improper,foster,1,convenient,convenient,slightly_prob,priority,usualimproper,foster1convenientconvenient,slightly_probpriority,priority
usual,improper,foster,1,convenient,convenient,slightly_prob,not_recom,usualimproper,foster1convenientconvenient,slightly_probnot_recom,not_recom
usual,improper,foster,1,convenient,convenient,problematic,recommended,usualimproper,foster1convenientconvenient,problematicrecommended,priority
usual,improper,foster,1,convenient,convenient,problematic,priority,usualimproper,foster1convenientconvenient,problematicpriority,priority
usual,improper,foster,1,convenient,convenient,problematic,not_recom,usualimproper,foster1convenientconvenient,problematicnot_recom,not_recom
usual,improper,foster,1,convenient,inconv,nonprob,recommended,usualimproper,foster1convenientinconv,nonprobrecommended,priority
usual,improper,foster,1,convenient,inconv,nonprob,priority,usualimproper,foster1convenientinconv,nonprobpriority,priority
usual,improper,foster,1,convenient,inconv,nonprob,not_recom,usualimproper,foster1convenientinconv,nonprobnot_recom,not_recom
usual,improper,foster,1,convenient,inconv,slightly_prob,recommended,usualimproper,foster1convenientinconv,slightly_probrecommended,priority
usual,improper,foster,1,convenient,inconv,slightly_prob,priority,usualimproper,foster1convenientinconv,slightly_probpriority,priority
usual,improper,foster,1,convenient,inconv,slightly_prob,not_recom,usualimproper,foster1convenientinconv,slightly_probnot_recom,not_recom
usual,improper,foster,1,convenient,inconv,problematic,recommended,usualimproper,foster1convenientinconv,problematicrecommended,priority
usual,improper,foster,1,convenient,inconv,problematic,priority,usualimproper,foster1convenientinconv,problematicpriority,priority
usual,improper,foster,1,convenient,inconv,problematic,not_recom,usualimproper,foster1convenientinconv,problematicnot_recom,not_recom
usual,improper,foster,1,less_conv,convenient,nonprob,recommended,usualimproper,foster1less_convconvenient,nonprobrecommended,priority
usual,improper,foster,1,less_conv,convenient,nonprob,priority,usualimproper,foster1less_convconvenient,nonprobpriority,priority
usual,improper,foster,1,less_conv,convenient,nonprob,not_recom,usualimproper,foster1less_convconvenient,nonprobnot_recom,not_recom
usual,improper,foster,1,less_conv,convenient,slightly_prob,recommended,usualimproper,foster1less_convconvenient,slightly_probrecommended,priority
usual,improper,foster,1,less_conv,convenient,slightly_prob,priority,usualimproper,foster1less_convconvenient,slightly_probpriority,priority
usual,improper,foster,1,less_conv,convenient,slightly_prob,not_recom,usualimproper,foster1less_convconvenient,slightly_probnot_recom,not_recom
usual,improper,foster,1,less_conv,convenient,problematic,recommended,usualimproper,foster1less_convconvenient,problematicrecommended,priority
usual,improper,foster,1,less_conv,convenient,problematic,priority,usualimproper,foster1less_convconvenient,problematicpriority,priority
usual,improper,foster,1,less_conv,convenient,problematic,not_recom,usualimproper,foster1less_convconvenient,problematicnot_recom,not_recom
usual,improper,foster,1,less_conv,inconv,nonprob,recommended,usualimproper,foster1less_convinconv,nonprobrecommended,priority
usual,improper,foster,1,less_conv,inconv,nonprob,priority,usualimproper,foster1less_convinconv,nonprobpriority,priority
usual,improper,foster,1,less_conv,inconv,nonprob,not_recom,usualimproper,foster1less_convinconv,nonprobnot_recom,not_recom
usual,improper,foster,1,less_conv,inconv,slightly_prob,recommended,usualimproper,foster1less_convinconv,slightly_probrecommended,priority
usual,improper,foster,1,less_conv,inconv,slightly_prob,priority,usualimproper,foster1less_convinconv,slightly_probpriority,priority
usual,improper,foster,1,less_conv,inconv,slightly_prob,not_recom,usualimproper,foster1less_convinconv,slightly_probnot_recom,not_recom
usual,improper,foster,1,less_conv,inconv,problematic,recommended,usualimproper,foster1less_convinconv,problematicrecommended,priority
usual,improper,foster,1,less_conv,inconv,problematic,priority,usualimproper,foster1less_convinconv,problematicpriority,priority
usual,improper,foster,1,less_conv,inconv,problematic,not_recom,usualimproper,foster1less_convinconv,problematicnot_recom,not_recom
usual,improper,foster,1,critical,convenient,nonprob,recommended,usualimproper,foster1criticalconvenient,nonprobrecommended,priority
usual,improper,foster,1,critical,convenient,nonprob,priority,usualimproper,foster1criticalconvenient,nonprobpriority,priority
usual,improper,foster,1,critical,convenient,nonprob,not_recom,usualimproper,foster1criticalconvenient,nonprobnot_recom,not_recom
usual,improper,foster,1,critical,convenient,slightly_prob,recommended,usualimproper,foster1criticalconvenient,slightly_probrecommended,priority
usual,improper,foster,1,critical,convenient,slightly_prob,priority,usualimproper,foster1criticalconvenient,slightly_probpriority,priority
usual,improper,foster,1,critical,convenient,slightly_prob,not_recom,usualimproper,foster1criticalconvenient,slightly_probnot_recom,not_recom
usual,improper,foster,1,critical,convenient,problematic,recommended,usualimproper,foster1criticalconvenient,problematicrecommended,priority
usual,improper,foster,1,critical,convenient,problematic,priority,usualimproper,foster1criticalconvenient,problematicpriority,priority
usual,improper,foster,1,critical,convenient,problematic,not_recom,usualimproper,foster1criticalconvenient,problematicnot_recom,not_recom
usual,improper,foster,1,critical,inconv,nonprob,recommended,usualimproper,foster1criticalinconv,nonprobrecommended,priority
usual,improper,foster,1,critical,inconv,nonprob,priority,usualimproper,foster1criticalinconv,nonprobpriority,priority
usual,improper,foster,1,critical,inconv,nonprob,not_recom,usualimproper,foster1criticalinconv,nonprobnot_recom,not_recom
usual,improper,foster,1,critical,inconv,slightly_prob,recommended,usualimproper,foster1criticalinconv,slightly_probrecommended,priority
usual,improper,foster,1,critical,inconv,slightly_prob,priority,usualimproper,foster1criticalinconv,slightly_probpriority,priority
usual,improper,foster,1,critical,inconv,slightly_prob,not_recom,usualimproper,foster1criticalinconv,slightly_probnot_recom,not_recom
usual,improper,foster,1,critical,inconv,problematic,recommended,usualimproper,foster1criticalinconv,problematicrecommended,priority
usual,improper,foster,1,critical,inconv,problematic,priority,usualimproper,foster1criticalinconv,problematicpriority,priority
usual,improper,foster,1,critical,inconv,problematic,not_recom,usualimproper,foster1criticalinconv,problematicnot_recom,not_recom
usual,improper,foster,2,convenient,convenient,nonprob,recommended,usualimproper,foster2convenientconvenient,nonprobrecommended,very_recom
usual,improper,foster,2,convenient,convenient,nonprob,priority,usualimproper,foster2convenientconvenient,nonprobpriority,priority
usual,improper,foster,2,convenient,convenient,nonprob,not_recom,usualimproper,foster2convenientconvenient,nonprobnot_recom,not_recom
usual,improper,foster,2,convenient,convenient,slightly_prob,recommended,usualimproper,foster2convenientconvenient,slightly_probrecommended,very_recom
usual,improper,foster,2,convenient,convenient,slightly_prob,priority,usualimproper,foster2convenientconvenient,slightly_probpriority,priority
usual,improper,foster,2,convenient,convenient,slightly_prob,not_recom,usualimproper,foster2convenientconvenient,slightly_probnot_recom,not_recom
usual,improper,foster,2,convenient,convenient,problematic,recommended,usualimproper,foster2convenientconvenient,problematicrecommended,priority
usual,improper,foster,2,convenient,convenient,problematic,priority,usualimproper,foster2convenientconvenient,problematicpriority,priority
usual,improper,foster,2,convenient,convenient,problematic,not_recom,usualimproper,foster2convenientconvenient,problematicnot_recom,not_recom
usual,improper,foster,2,convenient,inconv,nonprob,recommended,usualimproper,foster2convenientinconv,nonprobrecommended,priority
usual,improper,foster,2,convenient,inconv,nonprob,priority,usualimproper,foster2convenientinconv,nonprobpriority,priority
usual,improper,foster,2,convenient,inconv,nonprob,not_recom,usualimproper,foster2convenientinconv,nonprobnot_recom,not_recom
usual,improper,foster,2,convenient,inconv,slightly_prob,recommended,usualimproper,foster2convenientinconv,slightly_probrecommended,priority
usual,improper,foster,2,convenient,inconv,slightly_prob,priority,usualimproper,foster2convenientinconv,slightly_probpriority,priority
usual,improper,foster,2,convenient,inconv,slightly_prob,not_recom,usualimproper,foster2convenientinconv,slightly_probnot_recom,not_recom
usual,improper,foster,2,convenient,inconv,problematic,recommended,usualimproper,foster2convenientinconv,problematicrecommended,priority
usual,improper,foster,2,convenient,inconv,problematic,priority,usualimproper,foster2convenientinconv,problematicpriority,priority
usual,improper,foster,2,convenient,inconv,problematic,not_recom,usualimproper,foster2convenientinconv,problematicnot_recom,not_recom
usual,improper,foster,2,less_conv,convenient,nonprob,recommended,usualimproper,foster2less_convconvenient,nonprobrecommended,priority
usual,improper,foster,2,less_conv,convenient,nonprob,priority,usualimproper,foster2less_convconvenient,nonprobpriority,priority
usual,improper,foster,2,less_conv,convenient,nonprob,not_recom,usualimproper,foster2less_convconvenient,nonprobnot_recom,not_recom
usual,improper,foster,2,less_conv,convenient,slightly_prob,recommended,usualimproper,foster2less_convconvenient,slightly_probrecommended,priority
usual,improper,foster,2,less_conv,convenient,slightly_prob,priority,usualimproper,foster2less_convconvenient,slightly_probpriority,priority
usual,improper,foster,2,less_conv,convenient,slightly_prob,not_recom,usualimproper,foster2less_convconvenient,slightly_probnot_recom,not_recom
usual,improper,foster,2,less_conv,convenient,problematic,recommended,usualimproper,foster2less_convconvenient,problematicrecommended,priority
usual,improper,foster,2,less_conv,convenient,problematic,priority,usualimproper,foster2less_convconvenient,problematicpriority,priority
usual,improper,foster,2,less_conv,convenient,problematic,not_recom,usualimproper,foster2less_convconvenient,problematicnot_recom,not_recom
usual,improper,foster,2,less_conv,inconv,nonprob,recommended,usualimproper,foster2less_convinconv,nonprobrecommended,priority
usual,improper,foster,2,less_conv,inconv,nonprob,priority,usualimproper,foster2less_convinconv,nonprobpriority,priority
usual,improper,foster,2,less_conv,inconv,nonprob,not_recom,usualimproper,foster2less_convinconv,nonprobnot_recom,not_recom
usual,improper,foster,2,less_conv,inconv,slightly_prob,recommended,usualimproper,foster2less_convinconv,slightly_probrecommended,priority
usual,improper,foster,2,less_conv,inconv,slightly_prob,priority,usualimproper,foster2less_convinconv,slightly_probpriority,priority
usual,improper,foster,2,less_conv,inconv,slightly_prob,not_recom,usualimproper,foster2less_convinconv,slightly_probnot_recom,not_recom
usual,improper,foster,2,less_conv,inconv,problematic,recommended,usualimproper,foster2less_convinconv,problematicrecommended,priority
usual,improper,foster,2,less_conv,inconv,problematic,priority,usualimproper,foster2less_convinconv,problematicpriority,priority
usual,improper,foster,2,less_conv,inconv,problematic,not_recom,usualimproper,foster2less_convinconv,problematicnot_recom,not_recom
usual,improper,foster,2,critical,convenient,nonprob,recommended,usualimproper,foster2criticalconvenient,nonprobrecommended,priority
usual,improper,foster,2,critical,convenient,nonprob,priority,usualimproper,foster2criticalconvenient,nonprobpriority,priority
usual,improper,foster,2,critical,convenient,nonprob,not_recom,usualimproper,foster2criticalconvenient,nonprobnot_recom,not_recom
usual,improper,foster,2,critical,convenient,slightly_prob,recommended,usualimproper,foster2criticalconvenient,slightly_probrecommended,priority
usual,improper,foster,2,critical,convenient,slightly_prob,priority,usualimproper,foster2criticalconvenient,slightly_probpriority,priority
usual,improper,foster,2,critical,convenient,slightly_prob,not_recom,usualimproper,foster2criticalconvenient,slightly_probnot_recom,not_recom
usual,improper,foster,2,critical,convenient,problematic,recommended,usualimproper,foster2criticalconvenient,problematicrecommended,priority
usual,improper,foster,2,critical,convenient,problematic,priority,usualimproper,foster2criticalconvenient,problematicpriority,priority
usual,improper,foster,2,critical,convenient,problematic,not_recom,usualimproper,foster2criticalconvenient,problematicnot_recom,not_recom
usual,improper,foster,2,critical,inconv,nonprob,recommended,usualimproper,foster2criticalinconv,nonprobrecommended,priority
usual,improper,foster,2,critical,inconv,nonprob,priority,usualimproper,foster2criticalinconv,nonprobpriority,priority
usual,improper,foster,2,critical,inconv,nonprob,not_recom,usualimproper,foster2criticalinconv,nonprobnot_recom,not_recom
usual,improper,foster,2,critical,inconv,slightly_prob,recommended,usualimproper,foster2criticalinconv,slightly_probrecommended,priority
usual,improper,foster,2,critical,inconv,slightly_prob,priority,usualimproper,foster2criticalinconv,slightly_probpriority,priority
usual,improper,foster,2,critical,inconv,slightly_prob,not_recom,usualimproper,foster2criticalinconv,slightly_probnot_recom,not_recom
usual,improper,foster,2,critical,inconv,problematic,recommended,usualimproper,foster2criticalinconv,problematicrecommended,priority
usual,improper,foster,2,critical,inconv,problematic,priority,usualimproper,foster2criticalinconv,problematicpriority,priority
usual,improper,foster,2,critical,inconv,problematic,not_recom,usualimproper,foster2criticalinconv,problematicnot_recom,not_recom
usual,improper,foster,3,convenient,convenient,nonprob,recommended,usualimproper,foster3convenientconvenient,nonprobrecommended,very_recom
usual,improper,foster,3,convenient,convenient,nonprob,priority,usualimproper,foster3convenientconvenient,nonprobpriority,priority
usual,improper,foster,3,convenient,convenient,nonprob,not_recom,usualimproper,foster3convenientconvenient,nonprobnot_recom,not_recom
usual,improper,foster,3,convenient,convenient,slightly_prob,recommended,usualimproper,foster3convenientconvenient,slightly_probrecommended,very_recom
usual,improper,foster,3,convenient,convenient,slightly_prob,priority,usualimproper,foster3convenientconvenient,slightly_probpriority,priority
usual,improper,foster,3,convenient,convenient,slightly_prob,not_recom,usualimproper,foster3convenientconvenient,slightly_probnot_recom,not_recom
usual,improper,foster,3,convenient,convenient,problematic,recommended,usualimproper,foster3convenientconvenient,problematicrecommended,priority
usual,improper,foster,3,convenient,convenient,problematic,priority,usualimproper,foster3convenientconvenient,problematicpriority,priority
usual,improper,foster,3,convenient,convenient,problematic,not_recom,usualimproper,foster3convenientconvenient,problematicnot_recom,not_recom
usual,improper,foster,3,convenient,inconv,nonprob,recommended,usualimproper,foster3convenientinconv,nonprobrecommended,priority
usual,improper,foster,3,convenient,inconv,nonprob,priority,usualimproper,foster3convenientinconv,nonprobpriority,priority
usual,improper,foster,3,convenient,inconv,nonprob,not_recom,usualimproper,foster3convenientinconv,nonprobnot_recom,not_recom
usual,improper,foster,3,convenient,inconv,slightly_prob,recommended,usualimproper,foster3convenientinconv,slightly_probrecommended,priority
usual,improper,foster,3,convenient,inconv,slightly_prob,priority,usualimproper,foster3convenientinconv,slightly_probpriority,priority
usual,improper,foster,3,convenient,inconv,slightly_prob,not_recom,usualimproper,foster3convenientinconv,slightly_probnot_recom,not_recom
usual,improper,foster,3,convenient,inconv,problematic,recommended,usualimproper,foster3convenientinconv,problematicrecommended,priority
usual,improper,foster,3,convenient,inconv,problematic,priority,usualimproper,foster3convenientinconv,problematicpriority,priority
usual,improper,foster,3,convenient,inconv,problematic,not_recom,usualimproper,foster3convenientinconv,problematicnot_recom,not_recom
