buying,maint,doors,persons,lug_boot,safety,PRICE,CONFORT,condition
vhigh,low,four,more,small,low,vhigh_low,four_more_small,unacc
vhigh,low,four,more,small,med,vhigh_low,four_more_small,unacc
vhigh,low,four,more,small,high,vhigh_low,four_more_small,acc
vhigh,low,four,more,med,low,vhigh_low,four_more_med,unacc
vhigh,low,four,more,med,med,vhigh_low,four_more_med,acc
vhigh,low,four,more,med,high,vhigh_low,four_more_med,acc
vhigh,low,four,more,big,low,vhigh_low,four_more_big,unacc
vhigh,low,four,more,big,med,vhigh_low,four_more_big,acc
vhigh,low,four,more,big,high,vhigh_low,four_more_big,acc
vhigh,low,five_or_more,two,small,low,vhigh_low,five_or_more_two_small,unacc
vhigh,low,five_or_more,two,small,med,vhigh_low,five_or_more_two_small,unacc
vhigh,low,five_or_more,two,small,high,vhigh_low,five_or_more_two_small,unacc
vhigh,low,five_or_more,two,med,low,vhigh_low,five_or_more_two_med,unacc
vhigh,low,five_or_more,two,med,med,vhigh_low,five_or_more_two_med,unacc
vhigh,low,five_or_more,two,med,high,vhigh_low,five_or_more_two_med,unacc
vhigh,low,five_or_more,two,big,low,vhigh_low,five_or_more_two_big,unacc
vhigh,low,five_or_more,two,big,med,vhigh_low,five_or_more_two_big,unacc
vhigh,low,five_or_more,two,big,high,vhigh_low,five_or_more_two_big,unacc
vhigh,low,five_or_more,four,small,low,vhigh_low,five_or_more_four_small,unacc
vhigh,low,five_or_more,four,small,med,vhigh_low,five_or_more_four_small,unacc
vhigh,low,five_or_more,four,small,high,vhigh_low,five_or_more_four_small,acc
vhigh,low,five_or_more,four,med,low,vhigh_low,five_or_more_four_med,unacc
vhigh,low,five_or_more,four,med,med,vhigh_low,five_or_more_four_med,acc
vhigh,low,five_or_more,four,med,high,vhigh_low,five_or_more_four_med,acc
vhigh,low,five_or_more,four,big,low,vhigh_low,five_or_more_four_big,unacc
vhigh,low,five_or_more,four,big,med,vhigh_low,five_or_more_four_big,acc
vhigh,low,five_or_more,four,big,high,vhigh_low,five_or_more_four_big,acc
vhigh,low,five_or_more,more,small,low,vhigh_low,five_or_more_more_small,unacc
vhigh,low,five_or_more,more,small,med,vhigh_low,five_or_more_more_small,unacc
vhigh,low,five_or_more,more,small,high,vhigh_low,five_or_more_more_small,acc
vhigh,low,five_or_more,more,med,low,vhigh_low,five_or_more_more_med,unacc
vhigh,low,five_or_more,more,med,med,vhigh_low,five_or_more_more_med,acc
vhigh,low,five_or_more,more,med,high,vhigh_low,five_or_more_more_med,acc
vhigh,low,five_or_more,more,big,low,vhigh_low,five_or_more_more_big,unacc
vhigh,low,five_or_more,more,big,med,vhigh_low,five_or_more_more_big,acc
vhigh,low,five_or_more,more,big,high,vhigh_low,five_or_more_more_big,acc
high,vhigh,two,two,small,low,high_vhigh,two_two_small,unacc
high,vhigh,two,two,small,med,high_vhigh,two_two_small,unacc
high,vhigh,two,two,small,high,high_vhigh,two_two_small,unacc
high,vhigh,two,two,med,low,high_vhigh,two_two_med,unacc
high,vhigh,two,two,med,med,high_vhigh,two_two_med,unacc
high,vhigh,two,two,med,high,high_vhigh,two_two_med,unacc
high,vhigh,two,two,big,low,high_vhigh,two_two_big,unacc
high,vhigh,two,two,big,med,high_vhigh,two_two_big,unacc
high,vhigh,two,two,big,high,high_vhigh,two_two_big,unacc
high,vhigh,two,four,small,low,high_vhigh,two_four_small,unacc
high,vhigh,two,four,small,med,high_vhigh,two_four_small,unacc
high,vhigh,two,four,small,high,high_vhigh,two_four_small,unacc
high,vhigh,two,four,med,low,high_vhigh,two_four_med,unacc
high,vhigh,two,four,med,med,high_vhigh,two_four_med,unacc
high,vhigh,two,four,med,high,high_vhigh,two_four_med,unacc
high,vhigh,two,four,big,low,high_vhigh,two_four_big,unacc
high,vhigh,two,four,big,med,high_vhigh,two_four_big,unacc
high,vhigh,two,four,big,high,high_vhigh,two_four_big,unacc
high,vhigh,two,more,small,low,high_vhigh,two_more_small,unacc
high,vhigh,two,more,small,med,high_vhigh,two_more_small,unacc
high,vhigh,two,more,small,high,high_vhigh,two_more_small,unacc
high,vhigh,two,more,med,low,high_vhigh,two_more_med,unacc
high,vhigh,two,more,med,med,high_vhigh,two_more_med,unacc
high,vhigh,two,more,med,high,high_vhigh,two_more_med,unacc
high,vhigh,two,more,big,low,high_vhigh,two_more_big,unacc
high,vhigh,two,more,big,med,high_vhigh,two_more_big,unacc
high,vhigh,two,more,big,high,high_vhigh,two_more_big,unacc
high,vhigh,three,two,small,low,high_vhigh,three_two_small,unacc
high,vhigh,three,two,small,med,high_vhigh,three_two_small,unacc
high,vhigh,three,two,small,high,high_vhigh,three_two_small,unacc
high,vhigh,three,two,med,low,high_vhigh,three_two_med,unacc
high,vhigh,three,two,med,med,high_vhigh,three_two_med,unacc
high,vhigh,three,two,med,high,high_vhigh,three_two_med,unacc
high,vhigh,three,two,big,low,high_vhigh,three_two_big,unacc
high,vhigh,three,two,big,med,high_vhigh,three_two_big,unacc
high,vhigh,three,two,big,high,high_vhigh,three_two_big,unacc
high,vhigh,three,four,small,low,high_vhigh,three_four_small,unacc
high,vhigh,three,four,small,med,high_vhigh,three_four_small,unacc
high,vhigh,three,four,small,high,high_vhigh,three_four_small,unacc
high,vhigh,three,four,med,low,high_vhigh,three_four_med,unacc
high,vhigh,three,four,med,med,high_vhigh,three_four_med,unacc
high,vhigh,three,four,med,high,high_vhigh,three_four_med,unacc
high,vhigh,three,four,big,low,high_vhigh,three_four_big,unacc
high,vhigh,three,four,big,med,high_vhigh,three_four_big,unacc
high,vhigh,three,four,big,high,high_vhigh,three_four_big,unacc
high,vhigh,three,more,small,low,high_vhigh,three_more_small,unacc
high,vhigh,three,more,small,med,high_vhigh,three_more_small,unacc
high,vhigh,three,more,small,high,high_vhigh,three_more_small,unacc
high,vhigh,three,more,med,low,high_vhigh,three_more_med,unacc
high,vhigh,three,more,med,med,high_vhigh,three_more_med,unacc
high,vhigh,three,more,med,high,high_vhigh,three_more_med,unacc
high,vhigh,three,more,big,low,high_vhigh,three_more_big,unacc
high,vhigh,three,more,big,med,high_vhigh,three_more_big,unacc
high,vhigh,three,more,big,high,high_vhigh,three_more_big,unacc
high,vhigh,four,two,small,low,high_vhigh,four_two_small,unacc
high,vhigh,four,two,small,med,high_vhigh,four_two_small,unacc
high,vhigh,four,two,small,high,high_vhigh,four_two_small,unacc
high,vhigh,four,two,med,low,high_vhigh,four_two_med,unacc
high,vhigh,four,two,med,med,high_vhigh,four_two_med,unacc
high,vhigh,four,two,med,high,high_vhigh,four_two_med,unacc
high,vhigh,four,two,big,low,high_vhigh,four_two_big,unacc
high,vhigh,four,two,big,med,high_vhigh,four_two_big,unacc
high,vhigh,four,two,big,high,high_vhigh,four_two_big,unacc
high,vhigh,four,four,small,low,high_vhigh,four_four_small,unacc
high,vhigh,four,four,small,med,high_vhigh,four_four_small,unacc
high,vhigh,four,four,small,high,high_vhigh,four_four_small,unacc
high,vhigh,four,four,med,low,high_vhigh,four_four_med,unacc
high,vhigh,four,four,med,med,high_vhigh,four_four_med,unacc
high,vhigh,four,four,med,high,high_vhigh,four_four_med,unacc
high,vhigh,four,four,big,low,high_vhigh,four_four_big,unacc
high,vhigh,four,four,big,med,high_vhigh,four_four_big,unacc
high,vhigh,four,four,big,high,high_vhigh,four_four_big,unacc
high,vhigh,four,more,small,low,high_vhigh,four_more_small,unacc
high,vhigh,four,more,small,med,high_vhigh,four_more_small,unacc
high,vhigh,four,more,small,high,high_vhigh,four_more_small,unacc
high,vhigh,four,more,med,low,high_vhigh,four_more_med,unacc
high,vhigh,four,more,med,med,high_vhigh,four_more_med,unacc
high,vhigh,four,more,med,high,high_vhigh,four_more_med,unacc
high,vhigh,four,more,big,low,high_vhigh,four_more_big,unacc
high,vhigh,four,more,big,med,high_vhigh,four_more_big,unacc
high,vhigh,four,more,big,high,high_vhigh,four_more_big,unacc
high,vhigh,five_or_more,two,small,low,high_vhigh,five_or_more_two_small,unacc
high,vhigh,five_or_more,two,small,med,high_vhigh,five_or_more_two_small,unacc
high,vhigh,five_or_more,two,small,high,high_vhigh,five_or_more_two_small,unacc
high,vhigh,five_or_more,two,med,low,high_vhigh,five_or_more_two_med,unacc
high,vhigh,five_or_more,two,med,med,high_vhigh,five_or_more_two_med,unacc
high,vhigh,five_or_more,two,med,high,high_vhigh,five_or_more_two_med,unacc
high,vhigh,five_or_more,two,big,low,high_vhigh,five_or_more_two_big,unacc
high,vhigh,five_or_more,two,big,med,high_vhigh,five_or_more_two_big,unacc
high,vhigh,five_or_more,two,big,high,high_vhigh,five_or_more_two_big,unacc
high,vhigh,five_or_more,four,small,low,high_vhigh,five_or_more_four_small,unacc
high,vhigh,five_or_more,four,small,med,high_vhigh,five_or_more_four_small,unacc
high,vhigh,five_or_more,four,small,high,high_vhigh,five_or_more_four_small,unacc
high,vhigh,five_or_more,four,med,low,high_vhigh,five_or_more_four_med,unacc
high,vhigh,five_or_more,four,med,med,high_vhigh,five_or_more_four_med,unacc
high,vhigh,five_or_more,four,med,high,high_vhigh,five_or_more_four_med,unacc
high,vhigh,five_or_more,four,big,low,high_vhigh,five_or_more_four_big,unacc
high,vhigh,five_or_more,four,big,med,high_vhigh,five_or_more_four_big,unacc
high,vhigh,five_or_more,four,big,high,high_vhigh,five_or_more_four_big,unacc
high,vhigh,five_or_more,more,small,low,high_vhigh,five_or_more_more_small,unacc
high,vhigh,five_or_more,more,small,med,high_vhigh,five_or_more_more_small,unacc
high,vhigh,five_or_more,more,small,high,high_vhigh,five_or_more_more_small,unacc
high,vhigh,five_or_more,more,med,low,high_vhigh,five_or_more_more_med,unacc
high,vhigh,five_or_more,more,med,med,high_vhigh,five_or_more_more_med,unacc
high,vhigh,five_or_more,more,med,high,high_vhigh,five_or_more_more_med,unacc
high,vhigh,five_or_more,more,big,low,high_vhigh,five_or_more_more_big,unacc
high,vhigh,five_or_more,more,big,med,high_vhigh,five_or_more_more_big,unacc
high,vhigh,five_or_more,more,big,high,high_vhigh,five_or_more_more_big,unacc
high,high,two,two,small,low,high_high,two_two_small,unacc
high,high,two,two,small,med,high_high,two_two_small,unacc
high,high,two,two,small,high,high_high,two_two_small,unacc
high,high,two,two,med,low,high_high,two_two_med,unacc
high,high,two,two,med,med,high_high,two_two_med,unacc
high,high,two,two,med,high,high_high,two_two_med,unacc
high,high,two,two,big,low,high_high,two_two_big,unacc
high,high,two,two,big,med,high_high,two_two_big,unacc
high,high,two,two,big,high,high_high,two_two_big,unacc
high,high,two,four,small,low,high_high,two_four_small,unacc
high,high,two,four,small,med,high_high,two_four_small,unacc
high,high,two,four,small,high,high_high,two_four_small,acc
high,high,two,four,med,low,high_high,two_four_med,unacc
high,high,two,four,med,med,high_high,two_four_med,unacc
high,high,two,four,med,high,high_high,two_four_med,acc
high,high,two,four,big,low,high_high,two_four_big,unacc
high,high,two,four,big,med,high_high,two_four_big,acc
high,high,two,four,big,high,high_high,two_four_big,acc
high,high,two,more,small,low,high_high,two_more_small,unacc
high,high,two,more,small,med,high_high,two_more_small,unacc
high,high,two,more,small,high,high_high,two_more_small,unacc
high,high,two,more,med,low,high_high,two_more_med,unacc
high,high,two,more,med,med,high_high,two_more_med,unacc
high,high,two,more,med,high,high_high,two_more_med,acc
high,high,two,more,big,low,high_high,two_more_big,unacc
high,high,two,more,big,med,high_high,two_more_big,acc
high,high,two,more,big,high,high_high,two_more_big,acc
high,high,three,two,small,low,high_high,three_two_small,unacc
high,high,three,two,small,med,high_high,three_two_small,unacc
high,high,three,two,small,high,high_high,three_two_small,unacc
high,high,three,two,med,low,high_high,three_two_med,unacc
high,high,three,two,med,med,high_high,three_two_med,unacc
high,high,three,two,med,high,high_high,three_two_med,unacc
high,high,three,two,big,low,high_high,three_two_big,unacc
high,high,three,two,big,med,high_high,three_two_big,unacc
high,high,three,two,big,high,high_high,three_two_big,unacc
high,high,three,four,small,low,high_high,three_four_small,unacc
high,high,three,four,small,med,high_high,three_four_small,unacc
high,high,three,four,small,high,high_high,three_four_small,acc
high,high,three,four,med,low,high_high,three_four_med,unacc
high,high,three,four,med,med,high_high,three_four_med,unacc
high,high,three,four,med,high,high_high,three_four_med,acc
high,high,three,four,big,low,high_high,three_four_big,unacc
high,high,three,four,big,med,high_high,three_four_big,acc
high,high,three,four,big,high,high_high,three_four_big,acc
high,high,three,more,small,low,high_high,three_more_small,unacc
high,high,three,more,small,med,high_high,three_more_small,unacc
high,high,three,more,small,high,high_high,three_more_small,acc
high,high,three,more,med,low,high_high,three_more_med,unacc
high,high,three,more,med,med,high_high,three_more_med,acc
high,high,three,more,med,high,high_high,three_more_med,acc
high,high,three,more,big,low,high_high,three_more_big,unacc
high,high,three,more,big,med,high_high,three_more_big,acc
high,high,three,more,big,high,high_high,three_more_big,acc
high,high,four,two,small,low,high_high,four_two_small,unacc
high,high,four,two,small,med,high_high,four_two_small,unacc
high,high,four,two,small,high,high_high,four_two_small,unacc
high,high,four,two,med,low,high_high,four_two_med,unacc
high,high,four,two,med,med,high_high,four_two_med,unacc
high,high,four,two,med,high,high_high,four_two_med,unacc
high,high,four,two,big,low,high_high,four_two_big,unacc
high,high,four,two,big,med,high_high,four_two_big,unacc
high,high,four,two,big,high,high_high,four_two_big,unacc
high,high,four,four,small,low,high_high,four_four_small,unacc
high,high,four,four,small,med,high_high,four_four_small,unacc
high,high,four,four,small,high,high_high,four_four_small,acc
high,high,four,four,med,low,high_high,four_four_med,unacc
high,high,four,four,med,med,high_high,four_four_med,acc
high,high,four,four,med,high,high_high,four_four_med,acc
high,high,four,four,big,low,high_high,four_four_big,unacc
high,high,four,four,big,med,high_high,four_four_big,acc
high,high,four,four,big,high,high_high,four_four_big,acc
high,high,four,more,small,low,high_high,four_more_small,unacc
high,high,four,more,small,med,high_high,four_more_small,unacc
high,high,four,more,small,high,high_high,four_more_small,acc
high,high,four,more,med,low,high_high,four_more_med,unacc
high,high,four,more,med,med,high_high,four_more_med,acc
high,high,four,more,med,high,high_high,four_more_med,acc
high,high,four,more,big,low,high_high,four_more_big,unacc
high,high,four,more,big,med,high_high,four_more_big,acc
high,high,four,more,big,high,high_high,four_more_big,acc
high,high,five_or_more,two,small,low,high_high,five_or_more_two_small,unacc
high,high,five_or_more,two,small,med,high_high,five_or_more_two_small,unacc
high,high,five_or_more,two,small,high,high_high,five_or_more_two_small,unacc
high,high,five_or_more,two,med,low,high_high,five_or_more_two_med,unacc
high,high,five_or_more,two,med,med,high_high,five_or_more_two_med,unacc
high,high,five_or_more,two,med,high,high_high,five_or_more_two_med,unacc
high,high,five_or_more,two,big,low,high_high,five_or_more_two_big,unacc
high,high,five_or_more,two,big,med,high_high,five_or_more_two_big,unacc
high,high,five_or_more,two,big,high,high_high,five_or_more_two_big,unacc
high,high,five_or_more,four,small,low,high_high,five_or_more_four_small,unacc
high,high,five_or_more,four,small,med,high_high,five_or_more_four_small,unacc
high,high,five_or_more,four,small,high,high_high,five_or_more_four_small,acc
high,high,five_or_more,four,med,low,high_high,five_or_more_four_med,unacc
high,high,five_or_more,four,med,med,high_high,five_or_more_four_med,acc
high,high,five_or_more,four,med,high,high_high,five_or_more_four_med,acc
high,high,five_or_more,four,big,low,high_high,five_or_more_four_big,unacc
high,high,five_or_more,four,big,med,high_high,five_or_more_four_big,acc
high,high,five_or_more,four,big,high,high_high,five_or_more_four_big,acc
high,high,five_or_more,more,small,low,high_high,five_or_more_more_small,unacc
high,high,five_or_more,more,small,med,high_high,five_or_more_more_small,unacc
high,high,five_or_more,more,small,high,high_high,five_or_more_more_small,acc
high,high,five_or_more,more,med,low,high_high,five_or_more_more_med,unacc
high,high,five_or_more,more,med,med,high_high,five_or_more_more_med,acc
high,high,five_or_more,more,med,high,high_high,five_or_more_more_med,acc
high,high,five_or_more,more,big,low,high_high,five_or_more_more_big,unacc
high,high,five_or_more,more,big,med,high_high,five_or_more_more_big,acc
high,high,five_or_more,more,big,high,high_high,five_or_more_more_big,acc
high,med,two,two,small,low,high_med,two_two_small,unacc
high,med,two,two,small,med,high_med,two_two_small,unacc
high,med,two,two,small,high,high_med,two_two_small,unacc
high,med,two,two,med,low,high_med,two_two_med,unacc
high,med,two,two,med,med,high_med,two_two_med,unacc
high,med,two,two,med,high,high_med,two_two_med,unacc
high,med,two,two,big,low,high_med,two_two_big,unacc
high,med,two,two,big,med,high_med,two_two_big,unacc
high,med,two,two,big,high,high_med,two_two_big,unacc
high,med,two,four,small,low,high_med,two_four_small,unacc
high,med,two,four,small,med,high_med,two_four_small,unacc
high,med,two,four,small,high,high_med,two_four_small,acc
high,med,two,four,med,low,high_med,two_four_med,unacc
high,med,two,four,med,med,high_med,two_four_med,unacc
high,med,two,four,med,high,high_med,two_four_med,acc
high,med,two,four,big,low,high_med,two_four_big,unacc
high,med,two,four,big,med,high_med,two_four_big,acc
high,med,two,four,big,high,high_med,two_four_big,acc
high,med,two,more,small,low,high_med,two_more_small,unacc
high,med,two,more,small,med,high_med,two_more_small,unacc
high,med,two,more,small,high,high_med,two_more_small,unacc
high,med,two,more,med,low,high_med,two_more_med,unacc
high,med,two,more,med,med,high_med,two_more_med,unacc
high,med,two,more,med,high,high_med,two_more_med,acc
high,med,two,more,big,low,high_med,two_more_big,unacc
high,med,two,more,big,med,high_med,two_more_big,acc
high,med,two,more,big,high,high_med,two_more_big,acc
high,med,three,two,small,low,high_med,three_two_small,unacc
high,med,three,two,small,med,high_med,three_two_small,unacc
high,med,three,two,small,high,high_med,three_two_small,unacc
high,med,three,two,med,low,high_med,three_two_med,unacc
high,med,three,two,med,med,high_med,three_two_med,unacc
high,med,three,two,med,high,high_med,three_two_med,unacc
high,med,three,two,big,low,high_med,three_two_big,unacc
high,med,three,two,big,med,high_med,three_two_big,unacc
high,med,three,two,big,high,high_med,three_two_big,unacc
high,med,three,four,small,low,high_med,three_four_small,unacc
high,med,three,four,small,med,high_med,three_four_small,unacc
high,med,three,four,small,high,high_med,three_four_small,acc
high,med,three,four,med,low,high_med,three_four_med,unacc
high,med,three,four,med,med,high_med,three_four_med,unacc
high,med,three,four,med,high,high_med,three_four_med,acc
high,med,three,four,big,low,high_med,three_four_big,unacc
high,med,three,four,big,med,high_med,three_four_big,acc
high,med,three,four,big,high,high_med,three_four_big,acc
high,med,three,more,small,low,high_med,three_more_small,unacc
high,med,three,more,small,med,high_med,three_more_small,unacc
high,med,three,more,small,high,high_med,three_more_small,acc
high,med,three,more,med,low,high_med,three_more_med,unacc
high,med,three,more,med,med,high_med,three_more_med,acc
high,med,three,more,med,high,high_med,three_more_med,acc
high,med,three,more,big,low,high_med,three_more_big,unacc
high,med,three,more,big,med,high_med,three_more_big,acc
high,med,three,more,big,high,high_med,three_more_big,acc
high,med,four,two,small,low,high_med,four_two_small,unacc
high,med,four,two,small,med,high_med,four_two_small,unacc
high,med,four,two,small,high,high_med,four_two_small,unacc
high,med,four,two,med,low,high_med,four_two_med,unacc
high,med,four,two,med,med,high_med,four_two_med,unacc
high,med,four,two,med,high,high_med,four_two_med,unacc
high,med,four,two,big,low,high_med,four_two_big,unacc
high,med,four,two,big,med,high_med,four_two_big,unacc
high,med,four,two,big,high,high_med,four_two_big,unacc
high,med,four,four,small,low,high_med,four_four_small,unacc
high,med,four,four,small,med,high_med,four_four_small,unacc
high,med,four,four,small,high,high_med,four_four_small,acc
high,med,four,four,med,low,high_med,four_four_med,unacc
high,med,four,four,med,med,high_med,four_four_med,acc
high,med,four,four,med,high,high_med,four_four_med,acc
high,med,four,four,big,low,high_med,four_four_big,unacc
high,med,four,four,big,med,high_med,four_four_big,acc
high,med,four,four,big,high,high_med,four_four_big,acc
high,med,four,more,small,low,high_med,four_more_small,unacc
high,med,four,more,small,med,high_med,four_more_small,unacc
high,med,four,more,small,high,high_med,four_more_small,acc
high,med,four,more,med,low,high_med,four_more_med,unacc
high,med,four,more,med,med,high_med,four_more_med,acc
high,med,four,more,med,high,high_med,four_more_med,acc
high,med,four,more,big,low,high_med,four_more_big,unacc
high,med,four,more,big,med,high_med,four_more_big,acc
high,med,four,more,big,high,high_med,four_more_big,acc
high,med,five_or_more,two,small,low,high_med,five_or_more_two_small,unacc
high,med,five_or_more,two,small,med,high_med,five_or_more_two_small,unacc
high,med,five_or_more,two,small,high,high_med,five_or_more_two_small,unacc
high,med,five_or_more,two,med,low,high_med,five_or_more_two_med,unacc
high,med,five_or_more,two,med,med,high_med,five_or_more_two_med,unacc
high,med,five_or_more,two,med,high,high_med,five_or_more_two_med,unacc
high,med,five_or_more,two,big,low,high_med,five_or_more_two_big,unacc
high,med,five_or_more,two,big,med,high_med,five_or_more_two_big,unacc
high,med,five_or_more,two,big,high,high_med,five_or_more_two_big,unacc
high,med,five_or_more,four,small,low,high_med,five_or_more_four_small,unacc
high,med,five_or_more,four,small,med,high_med,five_or_more_four_small,unacc
high,med,five_or_more,four,small,high,high_med,five_or_more_four_small,acc
high,med,five_or_more,four,med,low,high_med,five_or_more_four_med,unacc
high,med,five_or_more,four,med,med,high_med,five_or_more_four_med,acc
high,med,five_or_more,four,med,high,high_med,five_or_more_four_med,acc
high,med,five_or_more,four,big,low,high_med,five_or_more_four_big,unacc
high,med,five_or_more,four,big,med,high_med,five_or_more_four_big,acc
high,med,five_or_more,four,big,high,high_med,five_or_more_four_big,acc
high,med,five_or_more,more,small,low,high_med,five_or_more_more_small,unacc
high,med,five_or_more,more,small,med,high_med,five_or_more_more_small,unacc
high,med,five_or_more,more,small,high,high_med,five_or_more_more_small,acc
high,med,five_or_more,more,med,low,high_med,five_or_more_more_med,unacc
high,med,five_or_more,more,med,med,high_med,five_or_more_more_med,acc
high,med,five_or_more,more,med,high,high_med,five_or_more_more_med,acc
high,med,five_or_more,more,big,low,high_med,five_or_more_more_big,unacc
high,med,five_or_more,more,big,med,high_med,five_or_more_more_big,acc
high,med,five_or_more,more,big,high,high_med,five_or_more_more_big,acc
high,low,two,two,small,low,high_low,two_two_small,unacc
high,low,two,two,small,med,high_low,two_two_small,unacc
high,low,two,two,small,high,high_low,two_two_small,unacc
high,low,two,two,med,low,high_low,two_two_med,unacc
high,low,two,two,med,med,high_low,two_two_med,unacc
high,low,two,two,med,high,high_low,two_two_med,unacc
high,low,two,two,big,low,high_low,two_two_big,unacc
high,low,two,two,big,med,high_low,two_two_big,unacc
high,low,two,two,big,high,high_low,two_two_big,unacc
high,low,two,four,small,low,high_low,two_four_small,unacc
high,low,two,four,small,med,high_low,two_four_small,unacc
high,low,two,four,small,high,high_low,two_four_small,acc
high,low,two,four,med,low,high_low,two_four_med,unacc
high,low,two,four,med,med,high_low,two_four_med,unacc
high,low,two,four,med,high,high_low,two_four_med,acc
high,low,two,four,big,low,high_low,two_four_big,unacc
high,low,two,four,big,med,high_low,two_four_big,acc
high,low,two,four,big,high,high_low,two_four_big,acc
high,low,two,more,small,low,high_low,two_more_small,unacc
high,low,two,more,small,med,high_low,two_more_small,unacc
high,low,two,more,small,high,high_low,two_more_small,unacc
high,low,two,more,med,low,high_low,two_more_med,unacc
high,low,two,more,med,med,high_low,two_more_med,unacc
high,low,two,more,med,high,high_low,two_more_med,acc
high,low,two,more,big,low,high_low,two_more_big,unacc
high,low,two,more,big,med,high_low,two_more_big,acc
high,low,two,more,big,high,high_low,two_more_big,acc
high,low,three,two,small,low,high_low,three_two_small,unacc
high,low,three,two,small,med,high_low,three_two_small,unacc
high,low,three,two,small,high,high_low,three_two_small,unacc
high,low,three,two,med,low,high_low,three_two_med,unacc
high,low,three,two,med,med,high_low,three_two_med,unacc
high,low,three,two,med,high,high_low,three_two_med,unacc
high,low,three,two,big,low,high_low,three_two_big,unacc
high,low,three,two,big,med,high_low,three_two_big,unacc
high,low,three,two,big,high,high_low,three_two_big,unacc
high,low,three,four,small,low,high_low,three_four_small,unacc
high,low,three,four,small,med,high_low,three_four_small,unacc
high,low,three,four,small,high,high_low,three_four_small,acc
high,low,three,four,med,low,high_low,three_four_med,unacc
high,low,three,four,med,med,high_low,three_four_med,unacc
high,low,three,four,med,high,high_low,three_four_med,acc
high,low,three,four,big,low,high_low,three_four_big,unacc
high,low,three,four,big,med,high_low,three_four_big,acc
high,low,three,four,big,high,high_low,three_four_big,acc
high,low,three,more,small,low,high_low,three_more_small,unacc
high,low,three,more,small,med,high_low,three_more_small,unacc
high,low,three,more,small,high,high_low,three_more_small,acc
high,low,three,more,med,low,high_low,three_more_med,unacc
high,low,three,more,med,med,high_low,three_more_med,acc
high,low,three,more,med,high,high_low,three_more_med,acc
high,low,three,more,big,low,high_low,three_more_big,unacc
high,low,three,more,big,med,high_low,three_more_big,acc
high,low,three,more,big,high,high_low,three_more_big,acc
high,low,four,two,small,low,high_low,four_two_small,unacc
high,low,four,two,small,med,high_low,four_two_small,unacc
high,low,four,two,small,high,high_low,four_two_small,unacc
high,low,four,two,med,low,high_low,four_two_med,unacc
high,low,four,two,med,med,high_low,four_two_med,unacc
high,low,four,two,med,high,high_low,four_two_med,unacc
high,low,four,two,big,low,high_low,four_two_big,unacc
high,low,four,two,big,med,high_low,four_two_big,unacc
high,low,four,two,big,high,high_low,four_two_big,unacc
high,low,four,four,small,low,high_low,four_four_small,unacc
high,low,four,four,small,med,high_low,four_four_small,unacc
high,low,four,four,small,high,high_low,four_four_small,acc
high,low,four,four,med,low,high_low,four_four_med,unacc
high,low,four,four,med,med,high_low,four_four_med,acc
high,low,four,four,med,high,high_low,four_four_med,acc
high,low,four,four,big,low,high_low,four_four_big,unacc
high,low,four,four,big,med,high_low,four_four_big,acc
high,low,four,four,big,high,high_low,four_four_big,acc
high,low,four,more,small,low,high_low,four_more_small,unacc
high,low,four,more,small,med,high_low,four_more_small,unacc
high,low,four,more,small,high,high_low,four_more_small,acc
high,low,four,more,med,low,high_low,four_more_med,unacc
high,low,four,more,med,med,high_low,four_more_med,acc
high,low,four,more,med,high,high_low,four_more_med,acc
high,low,four,more,big,low,high_low,four_more_big,unacc
high,low,four,more,big,med,high_low,four_more_big,acc
high,low,four,more,big,high,high_low,four_more_big,acc
high,low,five_or_more,two,small,low,high_low,five_or_more_two_small,unacc
high,low,five_or_more,two,small,med,high_low,five_or_more_two_small,unacc
high,low,five_or_more,two,small,high,high_low,five_or_more_two_small,unacc
high,low,five_or_more,two,med,low,high_low,five_or_more_two_med,unacc
high,low,five_or_more,two,med,med,high_low,five_or_more_two_med,unacc
high,low,five_or_more,two,med,high,high_low,five_or_more_two_med,unacc
high,low,five_or_more,two,big,low,high_low,five_or_more_two_big,unacc
high,low,five_or_more,two,big,med,high_low,five_or_more_two_big,unacc
high,low,five_or_more,two,big,high,high_low,five_or_more_two_big,unacc
high,low,five_or_more,four,small,low,high_low,five_or_more_four_small,unacc
high,low,five_or_more,four,small,med,high_low,five_or_more_four_small,unacc
high,low,five_or_more,four,small,high,high_low,five_or_more_four_small,acc
high,low,five_or_more,four,med,low,high_low,five_or_more_four_med,unacc
high,low,five_or_more,four,med,med,high_low,five_or_more_four_med,acc
high,low,five_or_more,four,med,high,high_low,five_or_more_four_med,acc
high,low,five_or_more,four,big,low,high_low,five_or_more_four_big,unacc
high,low,five_or_more,four,big,med,high_low,five_or_more_four_big,acc
high,low,five_or_more,four,big,high,high_low,five_or_more_four_big,acc
high,low,five_or_more,more,small,low,high_low,five_or_more_more_small,unacc
high,low,five_or_more,more,small,med,high_low,five_or_more_more_small,unacc
high,low,five_or_more,more,small,high,high_low,five_or_more_more_small,acc
high,low,five_or_more,more,med,low,high_low,five_or_more_more_med,unacc
high,low,five_or_more,more,med,med,high_low,five_or_more_more_med,acc
high,low,five_or_more,more,med,high,high_low,five_or_more_more_med,acc
high,low,five_or_more,more,big,low,high_low,five_or_more_more_big,unacc
high,low,five_or_more,more,big,med,high_low,five_or_more_more_big,acc
